block,pseudocolor,x,y,s,w
1,1,801.7854942,1369.500976,1.998937439,670.4919094
1,1,802.2155961,1399.706971,1.758847891,283.6277227
1,1,802.2190483,1097.956012,1.200627981,332.7035295
1,1,802.3002687,1207.276514,1.353081128,548.9990807
1,1,802.3126005,1276.051468,1.999493912,305.175132
1,1,802.3419166,1222.768114,2,636.5548994
1,1,802.4283737,1264.187855,1.677174072,941.2567655
1,1,802.4711673,969.8510081,1.528886554,309.228957
1,1,802.5087245,1070.694866,1.820601107,239.2280028
1,1,802.8209377,1294.051045,1.203943104,351.7016124
1,1,802.9048378,1342.101444,1.396337441,1042.728136
1,1,802.9720595,1290.255246,1.501021999,641.8150443
1,1,803.0421937,1268.770461,1.518598438,374.4006917
1,1,803.1620412,1310.699533,1.421230155,364.9342569
1,1,803.2548747,1350.496228,1.989936639,1732.105752
1,1,803.4286891,1130.064039,1.231222426,370.710655
1,1,803.5487056,1170.479489,1.496735369,512.8937697
1,1,803.6333604,1328.098836,2,370.5068676
1,1,804.1222521,1413.906845,1.367029716,324.4637136
1,1,804.8557387,1162.426031,1.201724765,424.9792009
1,1,804.898414,1147.995982,2,374.1234447
1,1,805.1157354,1098.59605,1.800489622,1387.087014
1,1,805.2175645,1108.996301,1.728960584,265.8127919
1,1,805.3339033,1458.187083,1.2,342.6780804
1,1,805.3749819,1314.403657,1.200065426,698.5426161
1,1,805.428904,1193.837143,2,536.5129848
1,1,805.4975673,1058.422546,1.200253676,218.099235
1,1,805.9485981,1240.168248,2,561.7273651
1,1,805.9745199,1124.682985,1.530375425,1091.929553
1,1,806.2558296,1165.801659,2,768.5753946
1,1,806.5125494,1219.947502,2,454.6483417
1,1,806.6250069,1358.75693,1.743757744,635.0792908
1,1,806.6333333,1323.301689,1.219571726,293.1974544
1,1,806.6763208,1350.50061,1.201569396,435.7175846
1,1,806.7004921,1086.645441,1.862580604,1096.403424
1,1,806.8463864,1263.223365,1.992020239,909.5650004
1,1,807.2195811,1494.708416,1.2,217.1855236
1,1,807.8125502,1146.440032,1.999881595,387.9152447
1,1,807.9057848,1287.326361,1.520841535,785.3744755
1,1,808.0720491,1298.209705,2,362.2330238
1,1,808.0754388,1256.524116,1.214210497,644.0883347
1,1,808.0935702,1293.206222,1.988678149,912.7350528
1,1,808.2193855,1233.603375,2,507.9718749
1,1,808.3389806,1279.003667,1.708590345,347.8372932
1,1,808.524727,1201.631646,1.287967859,741.0680952
1,1,808.6233162,1157.110575,1.507458085,971.1963793
1,1,808.6738036,1310.806523,1.93608119,1248.38405
1,1,808.8583375,1096.433465,1.203444591,348.51304
1,1,809.0982642,1214.587706,1.745272346,256.7219923
1,1,809.10886,1208.438418,2,790.8231862
1,1,809.2972599,1339.192961,2,758.784206
1,1,809.3118371,1178.81487,2,229.345537
1,1,809.5354094,1401.380675,1.414681889,457.9834968
1,1,810.3099992,1011.246061,2,204.2046177
1,1,810.3242832,1385.060309,2,273.0032879
1,1,810.3433818,1252.993908,1.994193155,1403.102751
1,1,810.6611181,1042.194503,2,231.3388393
1,1,810.7076121,1315.535577,1.2,462.0641084
1,1,810.838788,1249.941371,1.736427634,817.0504366
1,1,810.9302301,1190.388533,1.55111455,509.6892879
1,1,811.3869339,1326.578311,1.32770234,249.4440081
1,1,811.3891133,1425.074984,1.35554773,258.5460573
1,1,811.4988917,1362.064448,1.345880754,383.7219629
1,1,812.1178973,1105.875325,1.319930095,353.3798223
1,1,812.2456175,1229.50029,2,833.450433
1,1,812.7563194,1331.628491,1.995680186,992.8202033
1,1,812.7803083,1135.906083,1.999759111,303.4271164
1,1,813.0689649,1237.401668,1.301428058,688.6202878
1,1,813.0728257,1272.628149,1.997924825,843.7196334
1,1,813.1010368,1376.288112,1.463674005,1514.37589
1,1,813.2028955,1208.113081,1.2,254.8158479
1,1,813.4865946,1264.606241,1.642322245,924.6319234
1,1,813.6317588,1345.996796,1.92174804,200.0481065
1,1,813.7126694,1062.610657,1.859204407,207.5124866
1,1,813.7800829,1173.469523,1.675788127,878.5854365
1,1,813.9337468,1198.385954,1.436086934,852.7256016
1,1,814.1248454,1163.678349,1.620373837,367.026974
1,1,814.3564116,1324.228622,1.999389179,556.8927668
1,1,814.6731778,1368.317019,1.894116657,740.2180827
1,1,814.7095665,1281.401761,2,702.5564914
1,1,814.8584723,1186.10464,1.999679987,772.8360611
1,1,815.011899,1358.52734,1.999593187,448.0936041
1,1,815.3057083,1316.896211,1.999869074,503.2294602
1,1,815.3990579,1296.456399,1.635948826,600.3427948
1,1,815.6987927,1286.977091,1.205228936,386.7207615
1,1,815.7801947,1104.49838,1.999693792,437.2630401
1,1,815.9281079,1352.032271,2,319.0287793
1,1,816.1217803,1307.977482,1.279578163,998.8523201
1,1,816.5828252,1214.933817,2,335.1511597
1,1,816.7317071,1291.930137,1.203237431,315.3298377
1,1,817.0698819,1029.27124,1.812072111,217.166068
1,1,817.1775084,1131.645633,1.47230397,282.7655562
1,1,817.2354725,1275.802675,1.2,499.931284
1,1,817.2475617,1372.33255,1.201634639,799.9186559
1,1,817.2544505,1340.320741,1.620038461,978.5826387
1,1,817.49156,1075.538944,1.201505618,953.8547327
1,1,817.8420321,1148.199516,1.999933965,809.7855204
1,1,818.0355837,1081.539727,1.421401789,320.4646867
1,1,818.0785011,1141.660983,1.991579049,882.2803897
1,1,818.1982555,1153.481645,1.335156737,561.5551798
1,1,818.3421566,1290.261807,1.995285048,1194.734297
1,1,818.5892409,1197.450588,1.335728039,640.1678343
1,1,818.6101835,1241.751328,2,1110.686314
1,1,818.6357028,1206.778348,1.805424509,1162.616835
1,1,818.8930013,1285.889029,1.307472369,676.5955147
1,1,818.9150705,1257.670697,2,325.046994
1,1,819.0618318,1328.103843,1.876863711,251.9472397
1,1,819.1358774,1086.998491,1.999852151,483.7664156
1,1,819.3328255,1138.253055,1.201144184,293.2169246
1,1,819.6358696,1251.503534,1.831497781,217.8675685
1,1,819.783669,1319.530322,1.998785461,380.1368763
1,1,819.8124414,1098.87458,1.998739398,905.6779858
1,1,820.2263023,1237.9045,1.2,282.3326789
1,1,820.3125502,1270.692997,2,268.7968616
1,1,820.3954903,1165.31183,1.998640053,1027.742361
1,1,820.400046,1334.912966,1.999903548,826.2098421
1,1,820.4586904,1263.783429,1.497034308,225.0096985
1,1,820.6653862,1498.323552,1.319731274,192.4490221
1,1,821.0788551,1369.546446,1.99756797,825.8370784
1,1,821.1148839,1136.655793,1.587809118,886.3390844
1,1,821.2417572,1006.481111,1.786679326,441.6051037
1,1,821.4969777,979.9240765,1.268042168,482.3719044
1,1,821.7774093,1131.794566,1.306089641,461.5419205
