gene,gene_number,cpath,cost,x,y
Cox7a2l,18,"[4541, 47344, 51269, 88532]",2.746277485,785.9390631,1087.627862
Ndufs2,122,"[4125, 19636, 83855, 99038]",2.746508573,1051.302626,1071.451854
Mtch1,115,"[13417, 40010, 85117, 98417]",2.746896142,825.4989784,1350.228602
Cited2,13,"[20889, 33754, 73256, 97520]",2.747703857,960.7196781,1182.065259
St13,220,"[32805, 42663, 55012, 62043]",2.748461093,1008.416576,1106.651668
Arpc2,7,"[7292, 14703, 87428, 108285]",2.749517202,727.8212456,1350.440103
negative_control,1395,"[23175, 79877, 88325, 98972]",2.750342104,1027.573702,1121.729679
Rad21,176,"[16744, 51459, 73945, 103007]",2.751417044,820.1631334,1105.608726
Lrrc59,79,"[37559, 76121, 85063, 111686]",2.751589186,811.5780347,1228.369834
Arpc5,8,"[1402, 79084, 99017, 108130]",2.751618458,1039.180567,1166.836553
Tapbp,224,"[3937, 28296, 101184, 112186]",2.752229243,972.1164212,1227.006298
Pa2g4,135,"[4441, 37334, 52391, 93597]",2.75243005,773.0327999,1344.962139
negative_control,1513,"[11655, 58382, 91421, 108449]",2.752432255,798.8259616,1146.010782
Fkbp9,46,"[37796, 54019, 60805, 109504]",2.75330582,860.6466178,1106.5105
negative_control,698,"[13456, 18657, 71385, 74914]",2.753589026,832.1760664,1154.611768
negative_control,2022,"[72699, 86570, 94262, 107085]",2.754031719,765.6834118,1350.498865
Nedd4,126,"[7170, 26065, 39665, 48633]",2.754234645,1054.896532,1172.763626
negative_control,357,"[27273, 67845, 81601, 94083]",2.754680402,1002.166013,1145.741324
negative_control,1611,"[12857, 34326, 40689, 99220]",2.75475722,761.1941882,1318.936949
Timp2,229,"[31343, 62355, 87506, 101577]",2.755568885,754.6192726,1297.181129
Prmt1,153,"[34212, 62263, 99134, 110043]",2.755815085,728.9893531,1375.645584
negative_control,1049,"[21494, 39990, 64906, 77422]",2.755908495,822.3287329,1175.171118
Rad21,176,"[17662, 52128, 74441, 103237]",2.755925185,1000.601435,1182.026758
Psma7,161,"[46083, 60180, 86361, 97947]",2.756276985,1073.129501,1136.107101
Spp1,214,"[433, 49203, 53832, 64854]",2.756545335,809.2667115,1157.158463
Vat1,259,"[20137, 37536, 89362, 104437]",2.756554429,808.9691203,1343.814844
negative_control,1395,"[23203, 79902, 88351, 99008]",2.757348052,1036.142229,1189.661508
Vim,261,"[44052, 66980, 72555, 98046]",2.757630433,728.9363913,1334.317421
Sec13,204,"[50161, 64525, 98013, 106863]",2.757785378,711.7011703,1377.989605
negative_control,1400,"[16371, 47289, 75857, 111462]",2.758081729,764.5904297,1330.342289
Ssrp1,219,"[32566, 75613, 97309, 104770]",2.758734493,923.0946043,1128.634869
negative_control,614,"[34304, 48877, 61482, 111431]",2.759491261,755.5697371,1362.171965
Cox7a2l,18,"[4275, 47212, 51097, 88446]",2.759782587,731.5707206,1394.443377
negative_control,1354,"[20897, 32676, 102393, 103877]",2.75982178,962.6360453,1077.188645
negative_control,1798,"[49442, 68755, 75590, 110664]",2.760439065,862.2904336,1344.753442
Rbbp7,181,"[56213, 77162, 99162, 106065]",2.760576631,743.5593258,1361.366098
Ptgs2,170,"[21657, 77588, 95413, 108682]",2.760585833,874.6064115,1213.980907
Pkm,144,"[5822, 21226, 91102, 93468]",2.760703595,1058.521233,1114.957983
Tsc22d1,244,"[14382, 23041, 35661, 62009]",2.761476362,1000.3321,1122.602135
negative_control,1703,"[16518, 65756, 79386, 104328]",2.761743127,788.6380184,1148.296479
Hspa8,62,"[22699, 56734, 93844, 110650]",2.761995408,856.7827774,1351.393036
Mrpl37,99,"[39863, 65779, 80088, 92296]",2.762044757,792.2607898,1227.144142
negative_control,956,"[14384, 39539, 72255, 89975]",2.763185519,1001.106749,1082.360744
negative_control,1981,"[60482, 81082, 86705, 103570]",2.763337623,797.5573273,1362.188163
Vat1,259,"[19883, 37342, 89181, 104263]",2.764312817,773.4831911,1259.242333
Pa2g4,135,"[5419, 38088, 52807, 93995]",2.764493245,953.6301195,1070.326005
Ndufv1,124,"[30342, 51161, 62380, 103414]",2.764512027,758.7840313,1342.054468
negative_control,2044,"[55257, 73697, 101639, 110160]",2.765263139,765.595595,1350.764298
negative_control,1278,"[10274, 49331, 81211, 103041]",2.765340133,836.6523295,1127.046853
Ctsb,25,"[2873, 70479, 83746, 95823]",2.765797264,986.1410205,1211.905501
Ybx1,263,"[62512, 75961, 101743, 111545]",2.766682125,783.6908641,1354.934954
Rpsa,197,"[2042, 18537, 96684, 104476]",2.767175783,817.0367089,1428.148272
Ppp2r1a,151,"[34741, 41018, 77406, 85885]",2.767211442,817.6382536,1286.630078
Vat1,259,"[20163, 37547, 89366, 104445]",2.767384652,810.4113558,1114.185337
Rpl15,186,"[49670, 55737, 101128, 107782]",2.767456139,950.0644464,1057.369464
Aebp1,4,"[2162, 29208, 43255, 83295]",2.768792274,835.3825669,1154.859621
Vim,261,"[44428, 67385, 72973, 98428]",2.768927675,828.4424785,1360.361055
Nfe2l1,127,"[31848, 49907, 66799, 98933]",2.769172193,1017.030801,1080.934211
Ywhae,264,"[46151, 61433, 90207, 100497]",2.769731749,734.5446653,1377.631577
Hspa9,63,"[17447, 75262, 88839, 103875]",2.769970581,958.6261579,1106.013179
Polr2e,148,"[19003, 41340, 65127, 81368]",2.770062318,900.4497813,1101.57206
negative_control,1734,"[13855, 58596, 65130, 88019]",2.77009987,901.0131471,1112.70943
negative_control,732,"[46596, 65017, 78632, 95342]",2.77039566,856.439985,1322.334843
negative_control,690,"[2803, 36894, 65270, 102428]",2.771217777,970.9071866,1178.076759
Mrpl37,99,"[40052, 66083, 80253, 92642]",2.771459667,841.1085234,1339.262558
Cs,20,"[33783, 52827, 61149, 95756]",2.771846185,969.8849693,1059.129468
Rpl15,186,"[50020, 56005, 101359, 108170]",2.772220885,1052.081504,1121.547448
Uqcrq,257,"[7382, 21293, 44176, 63727]",2.772371729,764.4666346,1214.391517
Fus,47,"[51191, 70860, 77218, 92151]",2.772611809,766.3535082,1359.218942
negative_control,1864,"[8354, 15903, 55811, 65298]",2.772771735,981.1174203,1223.575631
negative_control,2001,"[66727, 87161, 93302, 105882]",2.772815679,996.0996823,1156.50481
Myh9,118,"[37737, 41152, 71488, 107530]",2.772889888,845.4841779,1038.876965
Prmt1,153,"[34474, 62523, 99351, 110260]",2.772936549,784.9094198,1142.365018
Ercc1,40,"[22584, 55501, 74886, 89444]",2.77315558,824.334733,1340.110349
Tpm1,238,"[4959, 71473, 87889, 103689]",2.773169819,843.2444183,994.9072922
Ncl,121,"[15055, 28957, 99463, 107327]",2.773198116,801.5302267,1166.249149
Efemp2,30,"[21465, 43138, 65918, 87798]",2.773256226,815.985208,1173.320428
negative_control,395,"[36178, 55434, 79443, 85852]",2.773645753,805.379451,1135.987547
Aebp1,4,"[2600, 29682, 43587, 83587]",2.773911054,929.8907022,1137.464688
Jun,70,"[24396, 65417, 84641, 108039]",2.773964149,1016.595111,1141.002479
Aebp1,4,"[2527, 29603, 43532, 83539]",2.774400037,912.2325847,1092.450579
Hdgf,56,"[24657, 45118, 63642, 106960]",2.77456601,743.1970124,1316.034454
St13,220,"[32602, 42474, 54888, 61881]",2.775497669,937.4711346,1133.803828
negative_control,1098,"[12126, 22927, 54337, 83692]",2.775560725,967.4781735,1164.190124
negative_control,1737,"[27537, 34382, 64693, 87595]",2.776185012,771.0171677,1237.288587
Mbd3,84,"[17975, 53595, 65553, 85627]",2.776229685,720.9156469,1327.452923
negative_control,373,"[12265, 21992, 67848, 98877]",2.777599452,1003.027671,1063.383915
Arf1,6,"[28681, 60296, 86528, 98131]",2.778260393,754.4364697,1361.141774
Ptbp1,167,"[16705, 34713, 53852, 82137]",2.778808789,814.5902524,1325.441374
negative_control,287,"[4559, 22421, 91387, 107249]",2.779619748,789.5065821,1331.641097
Ddx17,26,"[33722, 56910, 102355, 107787]",2.779746542,950.936245,1263.702789
Cs,20,"[33924, 52890, 61261, 95886]",2.779918151,1004.830239,1100.11791
negative_control,1085,"[7132, 42719, 75680, 94143]",2.78004491,1037.687819,1185.094818
negative_control,1138,"[7361, 70810, 92117, 108327]",2.78032554,758.0459499,1295.062971
Psma7,161,"[45720, 59812, 86134, 97390]",2.78088216,937.7996718,1096.995673
Prps1l3,154,"[10744, 24141, 36751, 66486]",2.781800385,938.0333257,1242.902229
negative_control,1492,"[45284, 75953, 99345, 103509]",2.782682165,783.0228134,1111.753651
negative_control,1810,"[14379, 27267, 77903, 93314]",2.783680143,1000.123692,1183.577227
Rps6kb1,195,"[78657, 89617, 97060, 110685]",2.78418015,870.1405302,1098.939855
Txn2,248,"[23244, 34087, 87322, 91892]",2.784519571,1053.000912,1112.749675
Hspd1,64,"[14502, 46007, 77973, 85551]",2.784773061,1028.115671,1121.654879
Actn4,3,"[11264, 23305, 58109, 61388]",2.785238718,702.5163975,1389.787526
negative_control,1696,"[1633, 22212, 63677, 94242]",2.785388775,752.7489846,1353.484765
Ybx1,263,"[63029, 76664, 102325, 112092]",2.785562247,942.9866637,1079.821548
Ctbp1,24,"[26911, 60921, 78716, 89686]",2.786280012,899.459576,1062.104003
negative_control,593,"[451, 31506, 81132, 96639]",2.786750456,811.7637877,1106.077393
Snx3,211,"[10099, 58411, 89360, 111667]",2.786785287,808.2954998,1119.663713
Mrfap1,89,"[22159, 68128, 72589, 86482]",2.78764562,740.8683453,1381.505624
Vim,261,"[44971, 67991, 73529, 99021]",2.787666837,1042.343165,1106.041379
negative_control,1975,"[67404, 87871, 96872, 103041]",2.787813568,836.6029592,1127.35641
negative_control,1430,"[9814, 65640, 101616, 103425]",2.787884351,761.5103028,1348.612676
Ncl,121,"[14862, 28759, 99279, 107130]",2.788595979,771.8736524,1229.511927
negative_control,1785,"[18704, 33441, 49350, 94412]",2.788908065,840.0468327,1342.855029
Tpi1,237,"[9526, 77048, 95992, 111283]",2.789144039,1043.494413,1143.66438
Tubb5,246,"[14514, 64384, 79061, 102703]",2.789313875,1030.583799,1042.645304
negative_control,485,"[19439, 38231, 52868, 74415]",2.789666116,991.0172061,1162.826886
negative_control,1350,"[43797, 63153, 73331, 83739]",2.789864431,982.8035709,1165.240337
Tubb5,246,"[13013, 63800, 78311, 101736]",2.790949743,782.46792,1348.818001
Gpi1,52,"[18449, 57525, 69746, 96589]",2.791057257,806.0469044,1011.713233
negative_control,1573,"[37314, 78250, 85723, 99260]",2.79174828,769.1058779,1334.813206
negative_control,1318,"[24749, 56274, 64635, 86548]",2.792261797,759.0388266,1309.14522
Aebp1,4,"[2847, 29952, 43790, 83734]",2.792701485,980.682358,1198.095479
Rps6ka2,192,"[16656, 30547, 95084, 102974]",2.792777553,807.9093445,1387.200795
negative_control,789,"[35375, 54886, 67643, 86132]",2.792857111,936.7484341,1070.636498
Prrx1,159,"[2504, 44614, 62962, 86072]",2.793315397,906.2159056,1061.401534
negative_control,2081,"[54311, 67696, 74319, 100125]",2.793438756,957.9203498,1130.53923
negative_control,810,"[6003, 32010, 53636, 107021]",2.793770664,754.1805817,1362.682679
Vim,261,"[44352, 67300, 72891, 98340]",2.793839635,808.1477073,1350.08396
Eif3a,32,"[9422, 19499, 90988, 112286]",2.793995886,1004.330658,1207.683123
negative_control,287,"[5418, 22895, 91676, 107792]",2.794777448,952.9701814,1075.793152
negative_control,1010,"[12146, 33790, 74362, 102438]",2.79491788,972.3848513,1224.323573
negative_control,321,"[4921, 29232, 78567, 92634]",2.795047647,839.236607,1113.67914
Pkm,144,"[4708, 20142, 90472, 92419]",2.795128753,808.7533399,1038.223059
Mdh2,85,"[37055, 62062, 75423, 100347]",2.795440992,1014.349201,1034.828866
negative_control,945,"[13115, 25002, 49113, 76008]",2.79558492,792.3708633,1372.534052
negative_control,1447,"[11012, 57036, 65342, 79781]",2.795588851,995.0768998,1110.959602
Lmna,77,"[24258, 76782, 87096, 108898]",2.795906416,972.214821,1242.867087
Nr2f2,129,"[25123, 44368, 81127, 87779]",2.796186711,811.4108314,1373.728718
Rnf11,185,"[35413, 61048, 89802, 105739]",2.796243564,945.1174935,1073.186039
negative_control,488,"[30183, 50991, 69351, 88970]",2.796299268,1037.061591,1092.12114
Eef1g,28,"[5458, 27118, 39400, 63083]",2.796502034,962.4186678,1074.044029
Ywhaz,268,"[4257, 66971, 84832, 101472]",2.796541922,724.2267256,1377.645114
negative_control,1492,"[45105, 75771, 99156, 103358]",2.797560898,740.3450823,1335.333188
negative_control,1237,"[9704, 14679, 50166, 86416]",2.797609392,715.8221937,1352.684404
Rpsa,197,"[2672, 19212, 97436, 104824]",2.797788575,946.9767678,1150.35253
Cox7a2l,18,"[5147, 47505, 51732, 88755]",2.797831409,884.232124,1084.331122
Rcn3,184,"[18265, 38679, 55356, 87664]",2.797841397,786.060958,1234.228957
negative_control,484,"[27471, 34267, 46182, 73658]",2.798358166,748.6846869,1325.361673
negative_control,1645,"[1219, 29965, 88166, 94533]",2.798800357,982.0581181,1068.983802
Ptbp1,167,"[17336, 35368, 54242, 82588]",2.799291156,935.2555016,1078.533854
negative_control,574,"[44031, 64532, 83922, 96082]",2.799302897,716.7252281,1386.424797
Tapbp,224,"[3395, 27643, 100668, 111588]",2.799324272,791.4913763,1284.260599
Polr2m,149,"[39661, 42730, 60162, 79116]",2.800245673,1053.236254,1168.892014
negative_control,1767,"[33234, 46319, 94975, 111587]",2.800658795,791.1078835,1125.616222
Tpm4,239,"[1275, 15968, 88915, 97719]",2.802474657,996.2310275,1112.1711
negative_control,1870,"[12891, 41978, 56319, 65658]",2.804433336,766.229595,1350.669677
Psmd2,163,"[1532, 34173, 55117, 110002]",2.804647163,703.6243776,1380.188992
Eif3f,35,"[16262, 70731, 96122, 110063]",2.80489082,737.3559928,1310.166722
Myh9,118,"[38269, 41686, 72252, 107963]",2.80541856,1001.873506,1187.395508
Tbrg1,225,"[80711, 91070, 94143, 112369]",2.805536498,1037.496349,1184.661621
Ugdh,255,"[6314, 22540, 47408, 67324]",2.805775497,814.0666848,1381.840164
Nedd4,126,"[6512, 25342, 39066, 48171]",2.807355306,851.3763243,1096.359782
Fkbp9,46,"[37521, 53819, 60534, 109272]",2.807558592,806.146023,1273.106192
Gas1,50,"[8354, 31777, 61960, 79749]",2.807717733,980.9229764,1224.156723
Vim,261,"[44320, 67264, 72854, 98309]",2.807982081,798.9159672,1390.321261
Pcdhgc3,138,"[36708, 42440, 80450, 97310]",2.808035685,924.0491201,1261.049586
negative_control,1709,"[17466, 53438, 87073, 112148]",2.808054973,962.9669054,1072.955708
Hdgf,56,"[24779, 45205, 63725, 107074]",2.80884625,763.1887995,1239.004138
negative_control,326,"[14721, 32969, 65574, 84844]",2.809114281,734.2460962,1329.906853
Nedd4,126,"[6631, 25447, 39168, 48273]",2.809419719,888.8767652,1095.236228
Ppp2r1a,151,"[34614, 40947, 77354, 85848]",2.810212433,804.5011575,1343.342884
Ybx1,263,"[62649, 76097, 101876, 111663]",2.810406151,807.2858634,1070.124461
Ctsb,25,"[2023, 69776, 83204, 95104]",2.810651384,812.0712107,1284.566297
Cct5,10,"[34874, 71396, 74012, 88666]",2.810676914,833.8567155,1339.481572
negative_control,1321,"[5200, 46713, 73139, 101018]",2.810877858,900.0123262,1295.416731
Crlf1,19,"[3866, 43641, 67662, 81431]",2.812074058,945.4726284,1074.386612
Got2,51,"[7368, 34324, 89130, 92123]",2.81266402,759.6433599,1331.995391
negative_control,949,"[5662, 27283, 52891, 76931]",2.8128046,1004.409721,1216.910661
negative_control,1606,"[1728, 24829, 77234, 111488]",2.813072247,770.4943602,1330.250946
negative_control,1766,"[4306, 38512, 56201, 80846]",2.813377486,740.8088703,1371.635693
Cs,20,"[33105, 52373, 60327, 94842]",2.813473151,766.3739687,1382.932351
negative_control,1013,"[5642, 42648, 58789, 103979]",2.813535454,1001.342464,1149.809854
negative_control,1328,"[14336, 23011, 54978, 78913]",2.813573602,992.6265631,1113.194224
Mtch1,115,"[14496, 40471, 85550, 98967]",2.813926057,1026.74234,1185.401054
Rpsa,197,"[3111, 19655, 97937, 105096]",2.814024065,1058.637707,1138.653063
Eif4g2,38,"[27325, 34004, 57140, 91036]",2.814413647,1022.840596,1149.532942
negative_control,800,"[9778, 33031, 68158, 85683]",2.81445831,753.183664,1368.036436
Zfp36l1,269,"[886, 17182, 51779, 71751]",2.815337531,900.3373661,1258.713021
Sf3b2,205,"[41653, 58764, 78919, 88201]",2.815766631,994.4909764,1223.188528
Uba1,250,"[59102, 69546, 101652, 102899]",2.816137003,766.6600654,1380.984192
Lmna,77,"[23753, 76210, 86803, 108540]",2.816552701,823.0784979,1376.222032
negative_control,1240,"[6016, 23397, 51155, 86534]",2.81669308,756.6891468,1326.205524
negative_control,1169,"[39471, 59956, 69143, 111064]",2.816851275,979.6965846,1122.341162
negative_control,1946,"[6456, 33445, 49348, 56672]",2.816914342,840.3704863,1011.10395
Cox7a2l,18,"[5484, 47587, 52009, 88857]",2.81698368,967.5904071,1069.747267
Malat1,83,"[11667, 16620, 46374, 65834]",2.817379237,801.420645,1107.541401
Ergic1,41,"[21889, 41515, 70348, 100119]",2.817790326,955.0465918,1121.150058
Rpl18a,187,"[27642, 30474, 47938, 96468]",2.818631564,791.8239495,1339.714817
Rcc2,183,"[20878, 42536, 55762, 94508]",2.818772273,958.8452633,1080.403283
negative_control,373,"[11721, 21460, 67323, 98368]",2.819037215,814.165078,1150.087889
negative_control,1239,"[25645, 29862, 46904, 87072]",2.820014356,963.2278236,1076.77501
Rpl15,186,"[49699, 55761, 101150, 107810]",2.820571806,957.9107142,1094.182006
Prrx1,159,"[2224, 44485, 62811, 85962]",2.820714162,845.5209277,982.453343
negative_control,1879,"[4901, 25267, 53939, 67404]",2.821009497,836.2635242,1127.168865
Lrrc59,79,"[37382, 75954, 84953, 111543]",2.821185281,782.5387021,1383.905151
Spp1,214,"[1315, 49870, 54436, 65384]",2.821380303,1007.102895,1179.59906
negative_control,343,"[1093, 51941, 78799, 89820]",2.821386335,950.3673488,1087.110547
Msn,112,"[25946, 34013, 88319, 108076]",2.821544291,1025.230736,1101.115414
negative_control,1314,"[24647, 68130, 81816, 96127]",2.82194603,740.8523972,1391.061985
negative_control,1044,"[50306, 54621, 67107, 75858]",2.822303153,765.5354338,1325.297524
Mtap,114,"[8960, 45329, 81045, 92284]",2.822348253,790.3674853,1026.551618
negative_control,1324,"[16641, 39920, 50469, 78420]",2.823198186,804.7609458,1198.247037
negative_control,1509,"[11772, 55502, 86813, 104520]",2.823269692,825.5316754,1350.538765
Tbrg1,225,"[80580, 90912, 94029, 112198]",2.823869017,975.877625,1111.036167
negative_control,1053,"[9514, 49979, 67975, 101340]",2.824169208,1036.75164,1188.257666
negative_control,1296,"[33773, 65261, 88859, 93183]",2.824749879,967.9055485,1122.125246
negative_control,711,"[36434, 44482, 98482, 104603]",2.824822938,845.4263557,1011.822091
Mrpl17,95,"[40812, 59187, 65739, 83083]",2.825242202,784.9629445,1392.281831
Slc38a2,209,"[9391, 35647, 57977, 65345]",2.825761823,995.270756,1208.553624
Mdh2,85,"[36778, 61891, 75220, 100069]",2.825800839,945.1252899,1107.600374
Skp1a,207,"[35882, 63646, 80852, 104171]",2.826065276,743.3802681,1374.925913
Gas1,50,"[8319, 31763, 61943, 79736]",2.826140526,973.5397909,1174.313692
Vim,261,"[44492, 67458, 73038, 98494]",2.826145851,848.3191021,1111.112878
Myc,117,"[2624, 21827, 30962, 105715]",2.826161524,936.3861439,1102.425325
negative_control,1467,"[3059, 39632, 73514, 106697]",2.827016719,1035.157616,1099.376843
negative_control,1304,"[25737, 85462, 98814, 103929]",2.827768846,985.9161671,1165.757646
Hspa8,62,"[22811, 56832, 93930, 110828]",2.828527535,913.7469158,1080.99378
negative_control,295,"[27483, 40649, 57386, 72639]",2.828551672,753.2463897,1367.341808
negative_control,1304,"[25204, 85117, 98417, 103644]",2.82887933,824.7813819,1350.571065
Msn,112,"[25914, 33982, 88296, 108044]",2.829720877,1019.136499,1125.896529
Tbrg1,225,"[80366, 90712, 93889, 111945]",2.829758194,886.1489907,1135.759117
Ddx17,26,"[33642, 56840, 102272, 107709]",2.829775028,919.4869257,1066.310948
Lmna,77,"[24426, 77015, 87275, 109019]",2.82993195,1029.567543,1089.703369
Rpl15,186,"[49356, 55545, 100891, 107503]",2.830335546,841.5353504,1061.729015
Lrrc59,79,"[37204, 75768, 84850, 111394]",2.830471925,738.7425313,1388.411083
Raly,177,"[23257, 46071, 57240, 77076]",2.830797186,1061.58306,1099.477854
Ywhaz,268,"[4343, 67049, 84871, 101561]",2.831177352,751.8260015,1295.029273
Lamp2,75,"[16484, 39829, 60404, 88525]",2.832181567,784.1923243,1195.317455
negative_control,1000,"[15368, 58489, 64013, 76338]",2.832802524,844.6409922,991.8371244
negative_control,1668,"[5418, 28233, 53414, 88092]",2.832854201,953.0339317,1076.334137
Rpsa,197,"[1582, 18015, 96118, 104157]",2.833042991,736.5681115,1318.867706
negative_control,1231,"[4666, 39905, 68419, 106242]",2.833497531,802.1418478,1129.276105
negative_control,1628,"[21224, 60168, 68018, 109971]",2.833546112,1057.937744,1161.709839
negative_control,615,"[34885, 49331, 59470, 102024]",2.833897361,837.0434671,1127.265251
Lrrc59,79,"[37167, 75740, 84830, 111370]",2.834130367,723.2806526,1343.277949
negative_control,1415,"[29581, 66361, 95528, 108752]",2.834549104,906.9029382,1242.11849
Tapbp,224,"[3972, 28340, 101215, 112223]",2.834586393,984.8524839,1219.246121
Vim,261,"[44094, 67024, 72599, 98093]",2.835209482,743.6774376,1336.795274
negative_control,821,"[9514, 23203, 81693, 104056]",2.835323408,1036.535276,1188.597142
Ywhaz,268,"[5267, 67608, 85302, 102269]",2.836313643,917.8626036,1083.911676
Malat1,83,"[12405, 17798, 47112, 66853]",2.836817982,1032.652213,1127.062847
Rpsa,197,"[2302, 18817, 97011, 104634]",2.837188286,858.4644447,1129.384492
negative_control,1274,"[14732, 38510, 42801, 94753]",2.837480694,739.4324464,1343.98005
Lrrc59,79,"[38361, 77034, 85567, 112364]",2.838260828,1036.486117,1185.432502
Hdgf,56,"[24779, 45200, 63725, 107074]",2.839252218,762.8429725,1238.518907
Il1rl1,69,"[11531, 24885, 94892, 109165]",2.839503758,777.7980458,1234.145598
Vim,261,"[44643, 67623, 73178, 98657]",2.839775351,926.2741162,1063.31307
negative_control,1808,"[49703, 59881, 63072, 81471]",2.839936507,959.6069319,1174.185833
Cnn2,16,"[11339, 50208, 69473, 101515]",2.840858084,738.0631934,1400.466218
Mtap,114,"[9168, 45560, 81269, 92710]",2.841592573,854.0887248,1082.50693
Snx3,211,"[10320, 58485, 89538, 111834]",2.842412527,842.9175025,1371.398499
negative_control,1878,"[4808, 25182, 82179, 103014]",2.842841323,821.6313089,1345.007408
Lamp1,74,"[33283, 47968, 58383, 68405]",2.843106579,799.686582,1367.724969
Tubb5,246,"[14580, 64439, 79124, 102788]",2.843903702,1056.237175,1156.132041
Rab7,174,"[4593, 16542, 33251, 42081]",2.844598577,793.3644429,1040.627158
negative_control,1134,"[7896, 80323, 100946, 104648]",2.845482645,864.3463822,1326.716319
Eef1g,28,"[4821, 26620, 38905, 62722]",2.845642316,823.7125696,1347.09187
negative_control,451,"[30929, 45695, 83563, 95591]",2.846004472,923.3569872,1094.307792
Vim,261,"[44258, 67187, 72787, 98247]",2.846135268,786.0495289,1197.167497
negative_control,305,"[34290, 45167, 63683, 84882]",2.846246849,754.4295536,1359.448379
negative_control,991,"[15785, 81450, 91676, 109752]",2.846571984,953.4487293,1075.421095
Sae1,199,"[37069, 45987, 66815, 109947]",2.846678656,1023.464998,1139.151981
Lamp2,75,"[17396, 40273, 61064, 88828]",2.84704257,947.8003359,1120.807316
negative_control,550,"[2125, 67389, 99628, 107447]",2.847238686,828.2451795,1134.989502
Tubb5,246,"[13216, 63872, 78411, 101858]",2.847560888,802.737095,1370.3819
Hspa8,62,"[23057, 57062, 94088, 111165]",2.847707898,1002.633534,1032.74174
Ltbp3,80,"[921, 17213, 76547, 101036]",2.847938246,908.1449633,1293.465933
Nedd4,126,"[7025, 25852, 39568, 48564]",2.848477527,1008.904596,1216.841081
Ybx1,263,"[62929, 76498, 102203, 111960]",2.84898448,892.1450814,1109.353675
Prrc2a,158,"[9969, 45328, 60450, 89260]",2.849374006,790.4577649,1088.715023
Eif3e,34,"[7945, 82388, 97082, 105562]",2.849737576,874.6698556,1096.115261
Lrrc59,79,"[37533, 76095, 85052, 111669]",2.851031672,807.913353,1249.545553
Vim,261,"[44377, 67327, 72927, 98376]",2.851685119,814.9656273,1358.276786
Ybx1,263,"[62562, 76008, 101799, 111592]",2.853501824,791.8075835,1371.487042
Ndufs8,123,"[29522, 57768, 92870, 111967]",2.85577085,894.9069354,1291.549207
Aebp1,4,"[2834, 29944, 43771, 83725]",2.85586861,978.2658136,1121.67682
Vim,261,"[44448, 67410, 72995, 98457]",2.856387402,837.9871741,1092.723694
Ndufs8,123,"[29104, 57577, 92501, 111728]",2.856461066,819.1213785,1358.979942
Vat1,259,"[21209, 38374, 90109, 105082]",2.856526622,1047.907248,1144.570379
Prrx1,159,"[2865, 44780, 63161, 86243]",2.85662377,984.5538479,1066.538127
Cct5,10,"[34571, 71095, 73829, 88567]",2.856972754,798.3633794,1342.215845
negative_control,1467,"[2773, 39413, 73271, 106528]",2.857210952,966.1506626,1116.391176
Ncl,121,"[15586, 29555, 99919, 107667]",2.857415312,902.7151583,1070.792644
Mtap,114,"[9468, 45975, 81650, 93394]",2.857724125,1019.421572,1152.148609
negative_control,1707,"[16282, 81826, 101534, 106967]",2.858094052,744.0518372,1383.174846
Rpl18a,187,"[28398, 31134, 48561, 97779]",2.858097225,1006.528123,1109.020336
Eif4b,37,"[9211, 33563, 48252, 78673]",2.858185123,879.4220672,1339.041147
Lmna,77,"[23801, 76267, 86834, 108576]",2.858272146,832.2575844,1338.38196
negative_control,750,"[30426, 49040, 64737, 85761]",2.858425305,780.5423234,1195.319235
Uqcrq,257,"[8138, 21822, 44653, 64129]",2.85849683,931.420168,1071.290623
Malat1,83,"[12558, 17887, 47161, 66905]",2.858671247,1088.948778,1130.842045
Gsto1,54,"[39196, 82465, 95507, 106443]",2.859785009,900.0710183,1064.700686
negative_control,1945,"[341, 26461, 47365, 56479]",2.860778483,794.5905468,1164.929245
negative_control,1315,"[25751, 54972, 73350, 101223]",2.861403429,988.8836843,1064.801449
Rps15a,191,"[28058, 54845, 81359, 106434]",2.862748378,893.9648154,1041.895899
Aebp1,4,"[2666, 29763, 43645, 83624]",2.863139629,946.0131743,1129.530478
Vdac1,260,"[50645, 86913, 100957, 111901]",2.863724486,867.508852,1115.645832
Rac1,175,"[9727, 31968, 70719, 78115]",2.863982348,732.9731647,1368.260727
Mdh2,85,"[35860, 61420, 74571, 99138]",2.864067835,729.4591662,1369.30436
negative_control,1509,"[12348, 55929, 87237, 105036]",2.864134124,1018.895322,1109.011501
Vim,261,"[44056, 66984, 72557, 98050]",2.864618098,730.3913753,1389.170653
Mrpl38,100,"[3269, 37240, 48846, 68147]",2.864709348,750.1427024,1359.349227
Rpsa,197,"[1774, 18211, 96352, 104285]",2.865406839,778.4981181,1053.139459
Msn,112,"[25893, 33966, 88287, 108035]",2.865411619,1015.578532,1083.238538
Ncl,121,"[16152, 30214, 100443, 108183]",2.865558065,1057.741981,1156.26824
Vim,261,"[44706, 67692, 73248, 98734]",2.866446438,956.6077983,1088.523999
negative_control,443,"[23305, 58109, 82934, 94703]",2.867891969,702.5519176,1389.800844
negative_control,1734,"[12934, 58274, 64700, 87594]",2.868650544,771.5218966,1276.219303
Gsto1,54,"[38443, 81774, 94694, 106006]",2.868754838,694.6197607,1382.1974
