gene,gene_number,cpath,cost,x,y
Gas1,50,"[7630, 31503, 61669, 79451]",2.86910163,810.0589286,1114.431024
Lmna,77,"[24021, 76514, 86964, 108733]",2.869593662,897.9357901,1090.144489
negative_control,568,"[44584, 89672, 99888, 105605]",2.870668615,892.5147218,1079.71772
Npc2,128,"[13202, 20085, 99467, 105327]",2.870684786,802.2293376,1113.832179
Rpl15,186,"[49848, 55875, 101267, 107965]",2.870885439,1002.356277,1150.798854
Mvd,116,"[1290, 48553, 60045, 93318]",2.871515234,1000.855285,1098.936752
Eif4g2,38,"[26266, 32992, 56211, 90226]",2.871791497,743.0521913,1329.608217
Prrc2a,158,"[10452, 45595, 60826, 89615]",2.872319223,869.2465998,1104.952395
Hspa8,62,"[23034, 57044, 94077, 111142]",2.872727688,997.5245731,1102.917453
negative_control,352,"[26492, 73838, 100703, 107312]",2.873462209,800.0359458,1193.947492
Arpc5,8,"[1159, 78841, 98763, 107830]",2.873537152,967.8660533,1088.568838
Jun,70,"[23380, 64607, 83986, 107011]",2.873740789,752.8911226,1318.549589
Plin2,146,"[3206, 55136, 66967, 81793]",2.87387638,721.6051259,1351.096166
negative_control,1861,"[25583, 31708, 44682, 65208]",2.873899376,945.0624748,1137.388833
negative_control,1302,"[24906, 61565, 81002, 102918]",2.87398353,780.9075916,1193.183168
negative_control,1226,"[19817, 37276, 63703, 78210]",2.874587743,758.7845811,1295.760082
U2af2,249,"[7312, 30302, 59021, 69477]",2.874729145,742.4467883,1353.979106
negative_control,925,"[6838, 66603, 73264, 107820]",2.874813836,963.7122993,1095.826334
Zfp36l1,269,"[764, 17050, 51698, 71620]",2.875817702,871.9163656,1098.622408
Myh9,118,"[37155, 40539, 70673, 106872]",2.875900879,715.4899822,1367.358135
negative_control,2043,"[66018, 81200, 100834, 110541]",2.876700413,830.3728725,1088.081145
Tubb5,246,"[13348, 63924, 78479, 101928]",2.876790418,817.6697258,1152.485348
Spp1,214,"[1092, 49676, 54286, 65223]",2.876849227,951.0431481,1117.308769
negative_control,398,"[25483, 30858, 76525, 106445]",2.876875824,901.1557591,1073.839719
Thy1,228,"[37745, 87906, 92673, 103702]",2.877353243,848.068948,1114.353905
Got2,51,"[7316, 34248, 89082, 92065]",2.877882809,743.9908479,1394.181294
Oxct1,134,"[15770, 35443, 69019, 109740]",2.87821092,950.7772326,1051.086974
Pdha1,139,"[47226, 52331, 89077, 106958]",2.878233862,742.3516888,1363.337731
Ddx17,26,"[33244, 56469, 101799, 107273]",2.878365622,792.3533621,1370.836587
Fbln2,42,"[1806, 19943, 86628, 107204]",2.878635295,782.7155541,1193.914975
G3bp1,49,"[39281, 56849, 89756, 108789]",2.878894861,927.2438344,1062.320744
Rpl15,186,"[50058, 56025, 101370, 108207]",2.879378309,1068.477856,1149.265866
Rpsa,197,"[2988, 19532, 97806, 105017]",2.879389542,1012.465135,1088.441849
Khdrbs1,73,"[152, 68188, 90278, 107066]",2.879519758,760.818005,1351.136096
Mrfap1,89,"[23140, 69296, 73475, 87243]",2.880481547,1020.399457,1178.215358
Fkbp8,45,"[13863, 59694, 97204, 110781]",2.880624135,901.2087497,1093.109536
negative_control,1391,"[22609, 67392, 74003, 110549]",2.880713661,832.0841667,1074.296498
Vat1,259,"[19881, 37331, 89180, 104261]",2.881273075,772.8062352,1284.677699
Nr2f2,129,"[24897, 44230, 80997, 87633]",2.881389651,779.6044082,1046.15826
Tubb5,246,"[13813, 64081, 78696, 102196]",2.881894698,890.4680173,1326.527978
Zyx,271,"[23619, 40921, 84181, 94343]",2.88191044,801.5620727,1180.506616
Arpc2,7,"[7494, 14949, 87664, 108401]",2.882055701,786.2697293,1233.837737
Zfp36l1,269,"[25, 16206, 51055, 70644]",2.882757027,695.5514895,1390.103161
negative_control,802,"[37242, 40645, 55213, 96176]",2.883477709,752.2152811,1380.421899
Hspa8,62,"[23174, 57163, 94129, 111245]",2.884392533,1027.603172,1146.873718
Vat1,259,"[20589, 37893, 89672, 104703]",2.884548033,893.1400701,1079.872312
Tpi1,237,"[9268, 76567, 95553, 110835]",2.886180375,913.9458528,1086.95396
negative_control,689,"[8360, 45846, 56994, 82756]",2.886193861,982.5076462,1100.209484
negative_control,1539,"[18257, 50380, 54660, 84105]",2.88638139,784.3056398,1359.719104
Ptges3,168,"[7087, 19575, 41768, 108059]",2.886801654,1022.777268,1102.206824
Mrpl43,103,"[14205, 53448, 84528, 108886]",2.887132424,967.8739621,1068.732714
negative_control,1253,"[13431, 45491, 55510, 106307]",2.887511634,827.8776904,1087.652761
Ncl,121,"[16011, 30067, 100312, 107976]",2.887946993,1004.468312,1188.315609
negative_control,1811,"[14379, 27267, 60039, 61245]",2.888267415,1000.107606,1183.588085
Cct5,10,"[34931, 71461, 74052, 88694]",2.889066887,843.4932678,1037.541625
Ptgs1,169,"[37339, 44203, 59132, 63761]",2.889408646,773.2754976,1246.834323
Ctsb,25,"[2293, 70004, 83376, 95341]",2.890109266,857.1286197,1309.374719
Aebp1,4,"[1752, 28773, 42889, 83043]",2.890300899,774.2024946,1353.51409
Hnrnpk,59,"[9725, 28591, 46143, 79219]",2.890817628,730.1614062,1365.957029
Rpsa,197,"[1834, 18262, 96408, 104313]",2.890873779,785.7750614,1199.077445
Ncl,121,"[15553, 29514, 99888, 107643]",2.892193612,892.5189464,1079.742914
Rps15a,191,"[27957, 54813, 81284, 106388]",2.893399927,858.8586797,1107.607523
negative_control,653,"[40394, 77893, 89954, 102522]",2.89438289,993.7968393,1116.5646
negative_control,785,"[35664, 58789, 72251, 97753]",2.895318677,1001.412765,1149.527474
Rpsa,197,"[1530, 17943, 96061, 104114]",2.895744104,699.5851721,1385.159028
Mrpl35,98,"[109, 23366, 93545, 108304]",2.895918018,748.4963001,1320.737251
Ybx1,263,"[63021, 76649, 102317, 112076]",2.896209827,939.7062823,1084.07753
Ybx1,263,"[62320, 75786, 101538, 111406]",2.896222075,745.4849737,1382.396499
Maged1,82,"[58692, 74349, 86202, 103887]",2.896246591,968.2877962,1193.265278
Eif4b,37,"[8950, 33208, 47924, 78342]",2.897011863,787.5667756,1071.248429
Pkm,144,"[4297, 19740, 90219, 92049]",2.897318968,738.0439514,1389.641787
Rab7,174,"[4685, 16639, 33305, 42131]",2.898144518,805.6836294,1382.102885
Rrp1,198,"[14699, 39711, 57350, 79211]",2.89828618,725.4696805,1410.152895
Eif4g2,38,"[27177, 33813, 56978, 90914]",2.898701318,977.4861243,1075.204373
Ppm1g,150,"[1291, 25801, 61243, 79797]",2.898731698,1000.117179,1123.967558
negative_control,1723,"[12842, 62379, 81867, 106108]",2.898749988,758.8134766,1332.271337
negative_control,1805,"[48846, 69490, 74594, 86507]",2.899845394,749.314775,1358.117019
Got2,51,"[8255, 35480, 89853, 93143]",2.900114841,960.0752415,1237.404276
Rab34,172,"[3574, 41102, 95241, 104559]",2.900234398,834.2533091,1265.719097
Ctsb,25,"[1870, 69659, 83112, 94977]",2.900260114,791.7607474,1226.823634
Ckap4,14,"[17670, 37012, 47024, 102557]",2.900420534,1001.373584,1168.40497
Igfbp6,68,"[9204, 18886, 74118, 99825]",2.900570047,874.3065831,1330.143182
negative_control,1812,"[13528, 29251, 48128, 60710]",2.900762769,840.9661011,1338.826896
Snrnp70,210,"[53523, 73433, 95907, 112311]",2.900870682,1011.092867,1115.702192
Sdhc,203,"[8710, 50164, 89020, 94709]",2.900870824,714.2765857,1381.936633
Xdh,262,"[42822, 68160, 79983, 99189]",2.901495306,753.0796938,1336.435464
Tpm1,238,"[5135, 71662, 87981, 103760]",2.901829855,880.8366855,1109.879174
Npc2,128,"[13568, 20393, 99727, 105497]",2.902175213,846.4612466,1264.920954
negative_control,414,"[42457, 90800, 94483, 103815]",2.902435695,930.0707546,1066.484748
Rad21,176,"[17449, 51971, 74322, 103185]",2.902941841,959.0308998,1218.303025
Ppp2r1a,151,"[34873, 41093, 77463, 85932]",2.902959419,833.4253922,1360.469066
negative_control,1768,"[33844, 46985, 67787, 88177]",2.903006581,986.5611378,1166.117274
Loxl1,78,"[35970, 48967, 55280, 69552]",2.903235066,768.9513185,1262.413785
Rps15a,191,"[27869, 54776, 81218, 106332]",2.903744772,837.8149145,1035.949302
negative_control,1712,"[17504, 61934, 84533, 98768]",2.904008806,969.6781381,1080.846497
Snrnp70,210,"[53000, 72622, 94776, 111412]",2.904098396,748.225666,1322.552358
negative_control,836,"[10049, 43042, 61645, 107323]",2.90446182,801.3104362,1350.443114
Fkbp4,44,"[58978, 64525, 78058, 85616]",2.905050076,711.407053,1377.293253
Zfp36l1,269,"[803, 17101, 51723, 71663]",2.905499486,881.0237459,1218.658935
Rpsa,197,"[2374, 18896, 97085, 104667]",2.905660302,876.0764137,1107.290885
Sfpq,206,"[32158, 54692, 74754, 86687]",2.906178612,794.3406988,1354.005661
Thy1,228,"[37230, 87479, 92075, 103376]",2.907286727,747.2578789,1283.037135
Tpm1,238,"[5213, 71761, 88020, 103788]",2.907824917,901.9790761,1098.252619
Tpm1,238,"[4993, 71498, 87904, 103701]",2.908829726,847.7979969,1362.674002
negative_control,921,"[27692, 49164, 81102, 100709]",2.908877699,801.8372526,1168.197834
Ran,178,"[33898, 43860, 79799, 101263]",2.908918003,1000.837543,1208.012818
negative_control,1307,"[24744, 58218, 62363, 106108]",2.908938112,757.7039093,1332.127503
negative_control,991,"[15849, 81498, 91699, 109803]",2.909112197,968.8712298,1249.573027
negative_control,1124,"[21590, 46578, 53980, 77530]",2.909329438,850.3726612,1143.304316
negative_control,1897,"[15530, 41288, 98595, 105595]",2.909334388,887.3335326,1106.700179
Ybx1,263,"[63060, 76705, 102370, 112130]",2.910781953,954.775068,1112.551804
Rpl18a,187,"[27976, 30771, 48216, 97040]",2.910918548,864.8908985,1159.197898
negative_control,712,"[35848, 44034, 60211, 81790]",2.911982439,717.3407757,1371.309472
Tpi1,237,"[9418, 76917, 95880, 111170]",2.91235414,1003.42444,1117.798651
Lmna,77,"[23374, 75801, 86507, 108306]",2.912445993,750.0581707,1358.218633
St13,220,"[32116, 42048, 54668, 61588]",2.913011563,786.3919678,1358.535478
Aebp1,4,"[1952, 28957, 43047, 83150]",2.913092298,802.2858088,1167.69205
Tubb5,246,"[14275, 64232, 78876, 102461]",2.913465483,979.3913394,1087.871519
Fbln2,42,"[1786, 19921, 86616, 107189]",2.913491668,779.6577214,1209.681854
Raly,177,"[23214, 46033, 57205, 77042]",2.913513399,1039.399141,1157.191298
negative_control,473,"[22311, 30389, 78267, 100587]",2.914676883,772.14913,1352.364282
Ckap4,14,"[16990, 36496, 46602, 102123]",2.914864721,858.5910401,1129.96494
Rps6kb1,195,"[78422, 89347, 96592, 110395]",2.914939942,805.9256266,1068.797669
Arf1,6,"[30136, 61299, 87244, 98949]",2.915302279,1021.088796,1145.984008
negative_control,1267,"[29694, 49630, 53384, 106480]",2.915383943,933.3462115,1121.652591
Vim,261,"[44727, 67719, 73267, 98756]",2.915829435,964.6740896,1110.437138
Vim,261,"[44366, 67311, 72906, 98355]",2.916664678,811.3709562,1376.342492
Tpm4,239,"[399, 15068, 88582, 96555]",2.917140785,802.7813656,1289.796348
Xdh,262,"[42784, 68104, 79957, 99132]",2.917223537,727.8081345,1372.519936
Lamp2,75,"[17098, 40146, 60860, 88750]",2.917428394,880.6486246,1292.198591
Mtch1,115,"[12694, 39703, 84821, 98009]",2.917482301,710.4430563,1365.169785
negative_control,1351,"[43129, 57555, 67326, 86766]",2.917637893,813.742253,1369.072767
Lamp1,74,"[33236, 47942, 58353, 68350]",2.918165833,792.5653299,1171.167318
negative_control,1698,"[22914, 44716, 82677, 95723]",2.918653672,960.0353955,1125.498908
Vim,261,"[44146, 67079, 72662, 98149]",2.918676126,758.0734275,1327.18713
Mrpl41,102,"[32067, 40746, 68254, 92178]",2.919124553,773.9889924,1281.967974
Cct3,9,"[6456, 52599, 81225, 100887]",2.920038188,841.1876935,1011.476153
Npc2,128,"[13645, 20461, 99783, 105522]",2.92023878,857.8804713,1073.783127
negative_control,2018,"[58438, 61691, 86787, 107400]",2.920661242,818.7274291,1368.857695
Tubb5,246,"[14256, 64221, 78857, 102449]",2.920736662,974.6210884,1088.754731
negative_control,945,"[12895, 24807, 48959, 75870]",2.920845554,767.1638711,1273.786075
negative_control,1921,"[39062, 50613, 53248, 71523]",2.921059214,851.4068329,1144.619146
negative_control,1373,"[14078, 33691, 44677, 90838]",2.921065848,943.6580564,1260.586462
Ywhag,265,"[3228, 26255, 46155, 78121]",2.921272387,735.1944993,1322.527751
Rac1,175,"[10180, 32284, 71283, 78489]",2.921283291,820.5561029,1345.596123
Mtch1,115,"[13058, 39840, 84962, 98248]",2.921344355,786.53701,1366.904352
negative_control,326,"[15930, 33845, 66688, 85465]",2.921496601,986.7919435,1109.636285
Hspa8,62,"[22670, 56705, 93828, 110613]",2.921602352,848.8868661,1089.495294
Myh9,118,"[38065, 41496, 71981, 107782]",2.921691942,948.8231116,1057.934374
negative_control,867,"[4069, 27323, 66810, 97839]",2.921711076,1020.790778,1158.097263
Actn4,3,"[11549, 23495, 58304, 61565]",2.922025581,781.5705722,1193.149924
Rrp1,198,"[15851, 40349, 57914, 79731]",2.922116226,970.0501326,1068.051467
Trp53,242,"[68792, 88744, 102163, 110705]",2.922648666,877.5624493,1097.202782
Mrfap1,89,"[22345, 68264, 72742, 86607]",2.922935822,776.7309519,1218.748937
Vat1,259,"[21243, 38406, 90135, 105106]",2.923443414,1083.101622,1159.622795
Zfp36l1,269,"[373, 16585, 51348, 71102]",2.923618513,799.1126805,1357.211974
Sfpq,206,"[31956, 54535, 74562, 86422]",2.92396665,718.7823353,1355.880925
Srebf2,215,"[28880, 42070, 72810, 90394]",2.923971178,790.780445,1164.148808
negative_control,580,"[44763, 52846, 65289, 74386]",2.924597532,978.3847824,1076.253785
negative_control,1944,"[14949, 34487, 44261, 55356]",2.924836707,786.6825173,1234.04359
negative_control,1319,"[26016, 67983, 77039, 88972]",2.924986693,1038.943289,1076.47078
Actn4,3,"[12398, 24429, 58867, 62099]",2.925157974,1030.822582,1194.03848
Aebp1,4,"[2045, 29088, 43148, 83221]",2.926326912,817.2914481,1194.201708
negative_control,1939,"[9758, 18044, 31992, 54575]",2.926482781,746.2751521,1288.767544
Eif4b,37,"[9115, 33440, 48124, 78567]",2.92725841,839.4911515,1114.374435
Ywhag,265,"[3732, 26889, 46690, 78697]",2.92742971,891.4738396,1081.767182
Ergic1,41,"[21492, 41046, 69844, 99597]",2.927746347,822.8150554,1302.06097
Morf4l2,88,"[11770, 27807, 55500, 96771]",2.927789481,824.8419703,1123.736069
Myh9,118,"[37997, 41410, 71858, 107722]",2.927826864,926.5161531,1075.674574
Vim,261,"[44031, 66958, 72531, 98026]",2.92789609,716.6648366,1386.93928
Vim,261,"[44758, 67761, 73319, 98789]",2.928427596,977.8163563,1066.04539
negative_control,514,"[8423, 43851, 66734, 94077]",2.928737027,998.2969153,1102.668077
Arf1,6,"[29415, 60836, 86920, 98563]",2.929306084,873.2657291,1329.061928
negative_control,1034,"[50670, 55632, 86036, 108710]",2.929803011,886.6664694,1097.154689
negative_control,1960,"[1866, 14982, 37418, 40843]",2.930377845,790.4908068,1329.17961
negative_control,1571,"[37412, 67197, 75986, 96441]",2.930406348,788.9072288,1147.1613
negative_control,718,"[1988, 42139, 60543, 74809]",2.930700516,807.4331845,1249.914067
Fus,47,"[51491, 71318, 77436, 92550]",2.931141377,825.1271706,1087.736031
Mrps9,111,"[34121, 58062, 90133, 94174]",2.931725429,1071.047923,1176.13036
Mdh2,85,"[36749, 61881, 75199, 100048]",2.932535655,937.7393234,1133.585288
Nedd4,126,"[6453, 25283, 38994, 48126]",2.932571379,839.3393101,994.7897069
negative_control,1152,"[33133, 48991, 84924, 103469]",2.932683659,771.8755197,1275.984483
Vim,261,"[44886, 67881, 73445, 98915]",2.933202437,1012.356625,1148.282437
Rpl18a,187,"[27995, 30792, 48234, 97071]",2.933604282,872.3219095,1102.352904
negative_control,2000,"[59678, 78708, 92871, 105611]",2.93361351,895.8827911,1121.408965
negative_control,2077,"[52077, 70469, 88171, 98807]",2.93371185,983.797169,1115.898371
Ybx1,263,"[63022, 76643, 102312, 112074]",2.934364216,939.0889842,1094.99822
Raly,177,"[23005, 45869, 57019, 76878]",2.935065566,991.9417327,1016.674437
Oxct1,134,"[14715, 34218, 68114, 109073]",2.935573805,732.3724124,1383.936993
negative_control,565,"[44755, 55800, 63130, 104900]",2.936126129,975.7581564,1120.183788
Gas1,50,"[8439, 31807, 62006, 79800]",2.936134084,1000.959364,1205.670828
Ybx1,263,"[62687, 76152, 101918, 111708]",2.936220186,815.3402069,1038.402862
negative_control,1051,"[24130, 48374, 66469, 101094]",2.936354556,934.9924721,1098.652984
Srebf2,215,"[29127, 42201, 72951, 90533]",2.937331082,823.1547457,1109.692438
Pkm,144,"[4611, 20046, 90421, 92328]",2.9374056,795.992769,1322.686221
Malat1,83,"[11358, 16278, 46167, 65585]",2.938177447,742.0034526,1348.275365
negative_control,527,"[33582, 41288, 54099, 104693]",2.939664349,887.6141909,1106.802144
negative_control,521,"[9934, 23511, 46299, 104309]",2.93980814,785.7561969,1227.026868
negative_control,1318,"[24732, 56261, 64622, 86536]",2.940127491,756.3621351,1311.985238
Vim,261,"[44289, 67226, 72814, 98276]",2.940348968,792.0689497,1129.862852
negative_control,1532,"[9122, 44465, 59492, 84294]",2.941020759,841.3830608,1013.182506
Mrfap1,89,"[22083, 68071, 72505, 86394]",2.941458141,702.9650528,1410.005528
negative_control,1967,"[11332, 27443, 31312, 50202]",2.94204949,736.1027124,1391.045008
Fkbp9,46,"[37783, 54007, 60787, 109495]",2.942221844,857.3101055,1281.355727
Lamp2,75,"[16927, 40071, 60735, 88703]",2.942536741,847.4601439,1216.691463
Gas1,50,"[8402, 31793, 61987, 79782]",2.943094026,993.8114639,1139.311106
negative_control,1918,"[421, 39928, 43084, 71168]",2.943372575,806.8893425,1350.673628
Nucb1,131,"[36129, 40891, 79414, 105307]",2.94382953,796.8857761,1377.777178
negative_control,1785,"[18385, 33292, 49160, 94343]",2.944053181,801.1837261,1180.328893
negative_control,1859,"[7415, 33127, 47301, 64693]",2.944147823,770.8093737,1236.581523
Rab7,174,"[5829, 17866, 34108, 42737]",2.944439742,1061.693351,1120.507063
Rnf11,185,"[35650, 61238, 89962, 105883]",2.944830944,996.1977696,1200.458491
Gas1,50,"[8418, 31798, 61995, 79790]",2.945991444,997.1526573,1167.056462
Lmna,77,"[23594, 76059, 86724, 108461]",2.94630346,800.9575538,1164.030879
negative_control,410,"[38472, 40543, 80796, 93508]",2.946354932,717.8087753,1365.746494
negative_control,1350,"[43688, 63068, 73250, 83662]",2.946783198,958.0686534,1100.186134
Prrx1,159,"[1561, 44044, 62254, 85629]",2.947094995,723.9295852,1352.466977
Lmna,77,"[24392, 76975, 87226, 108996]",2.947303372,1014.910847,1086.358523
negative_control,877,"[48290, 60896, 77635, 109609]",2.947356526,894.8364751,1141.866287
U2af2,249,"[8587, 31235, 60166, 70618]",2.947425138,1055.359708,1182.714556
Vim,261,"[44034, 66960, 72536, 98027]",2.947694994,717.5326507,1371.472907
Cebpd,12,"[23693, 39964, 53157, 89390]",2.948221185,814.946644,1063.451313
negative_control,698,"[14268, 19378, 72137, 75325]",2.948265908,977.7775055,1234.86639
Xdh,262,"[43164, 68536, 80183, 99572]",2.948466199,820.1665741,1377.260535
Hnrnpk,59,"[9717, 28586, 46139, 79215]",2.94854102,726.7593384,1318.424359
Zfp36l2,270,"[35530, 79724, 82709, 97568]",2.949020393,968.7918737,1245.715639
negative_control,788,"[34318, 68191, 72679, 101615]",2.949268854,760.5407363,1306.960502
Rcc2,183,"[21203, 42726, 55997, 94645]",2.950236642,1045.362509,1079.171927
negative_control,517,"[24600, 38490, 65563, 93517]",2.950529038,728.7536358,1353.112855
negative_control,1954,"[14430, 16032, 33945, 58813]",2.950576575,1010.304408,1158.213473
negative_control,299,"[386, 36153, 49160, 72862]",2.951257442,801.2133467,1180.443189
negative_control,945,"[12902, 24811, 48960, 75877]",2.95133884,767.8005576,1173.028596
Rbm3,182,"[56906, 78797, 87047, 91671]",2.951404923,949.988576,1067.738828
negative_control,510,"[31735, 51975, 76729, 90874]",2.951864201,959.4544381,1081.85122
Sat1,200,"[18741, 37731, 84312, 96922]",2.952041952,844.516599,1362.970178
negative_control,1392,"[22387, 54663, 67180, 91368]",2.952206009,785.350217,1370.262343
Emp1,39,"[5069, 22708, 45581, 84364]",2.952556044,861.417504,1111.210608
Eif3i,36,"[9421, 30062, 63249, 107970]",2.952922445,1003.73169,1065.959732
negative_control,1700,"[21514, 33407, 98423, 109379]",2.953520861,827.3260475,1337.901455
Psmd2,163,"[1625, 34274, 55204, 110108]",2.953788405,750.7657478,1285.904179
G3bp1,49,"[38923, 56632, 89458, 108561]",2.953914267,828.0260276,1092.267921
Eef1g,28,"[4888, 26662, 38956, 62755]",2.954015608,832.6332052,1097.609354
U2af2,249,"[7834, 30707, 59517, 69952]",2.954890059,846.0340119,1043.916996
