gene,gene_number,cpath,cost,x,y,z,cellid,cc,cc_size,pos,cell,lvf,zvf,wf,svf,dr
Rpsa,197,"[1664, 18093, 96214, 104211]",0.7343348631592452,757.8536406305636,1371.4562668858844,0.0,1,272,1,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44148, 67078, 72663, 98155]",1.0917036756289085,758.5058355900854,1297.7540330922957,0.0,1,273,7,0,1,7.0,1.0,0.0,0.0,0
negative_control,1226,"[19817, 37276, 63703, 78210]",2.8745877430103,758.7845810596231,1295.760081594385,0.0,1,273,7,0,1,7.0,1.0,0.0,0.0,0
Sec13,204,"[50267, 64627, 98144, 107042]",3.225812695481192,757.0956520429971,1296.2531487730512,0.0,1,273,7,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1669, 18095, 96220, 104214]",3.883884865069638,758.8145180467633,1271.1826108261162,0.0,1,274,1,0,1,7.0,1.0,0.0,0.0,0
Prrx1,159,"[1670, 44153, 62380, 85698]",0.7115185253684939,759.3467070608167,1342.6373469504808,0.0,1,275,8,0,1,7.0,1.0,0.0,0.0,0
Mrps5,110,"[16331, 46210, 89127, 102885]",1.7695873478854178,758.169637840467,1343.2972162109,0.0,1,275,8,0,1,7.0,1.0,0.0,0.0,0
G3bp1,49,"[38566, 56279, 89133, 108330]",0.5097211058369349,760.1084468347267,1249.3336579379443,0.0,1,276,4,0,1,7.0,1.0,0.0,0.0,0
Rpn2,190,"[9805, 21283, 78214, 96227]",2.2584159843281943,759.7974434782745,1249.771494880758,0.0,1,276,4,0,1,7.0,1.0,0.0,0.0,0
Rab7,174,"[4380, 16345, 33067, 41965]",0.8829735040472187,760.7497803613444,1375.94182595991,0.0,1,277,5,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[37280, 44159, 59083, 63714]",3.8694217250989706,760.7597590546741,1374.9060561619158,0.0,1,277,5,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44152, 67083, 72667, 98158]",0.1569077424885636,758.9606141103187,1240.9086182722247,0.0,1,278,9,0,1,7.0,1.0,0.0,0.0,0
Hnrnpul1,60,"[39759, 46214, 55242, 83004]",0.5490610866326264,759.380685030312,1239.8883778842019,0.0,1,278,9,0,1,7.0,1.0,0.0,0.0,0
Ctbp1,24,"[26306, 60307, 78206, 89129]",3.2842438643998175,757.9985728642889,1241.4337857748767,0.0,1,278,9,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37271, 40670, 70805, 107038]",3.3155244970692395,757.6902753050383,1240.3684896475286,0.0,1,278,9,0,1,7.0,1.0,0.0,0.0,0
negative_control,1454,"[6021, 39758, 64635, 90271]",0.7740999347596581,758.7473843461277,1309.1154842455353,0.0,1,279,17,0,1,7.0,1.0,0.0,0.0,0
negative_control,1325,"[19819, 47273, 51165, 78212]",1.9460446965073328,759.1622280603177,1308.7176391682142,0.0,1,279,17,0,1,7.0,1.0,0.0,0.0,0
Zfp36l2,270,"[34317, 79292, 81873, 96226]",2.2732742695472385,759.7482771813958,1309.0002729959433,0.0,1,279,17,0,1,7.0,1.0,0.0,0.0,0
Hdgf,56,"[24749, 45180, 63701, 107049]",2.4382143858924046,758.1870458514046,1309.166413774267,0.0,1,279,17,0,1,7.0,1.0,0.0,0.0,0
negative_control,1982,"[54609, 79995, 91288, 103419]",3.0885230746046766,760.0118399638818,1309.5070549470122,0.0,1,279,17,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1678, 18106, 96230, 104222]",1.878480164580671,760.604762759386,1317.9607157998464,0.0,1,280,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1680, 18112, 96234, 104225]",2.430706124894361,761.6644282913333,1379.8563854369763,0.0,1,281,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[1685, 28709, 42848, 83007]",1.785087451809575,760.9748908983945,1278.0196901724396,0.0,1,282,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1690,"[32030, 58234, 78221, 101615]",2.087173067367081,760.9953599860173,1306.7080600545019,0.0,1,283,8,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44166, 67097, 72679, 98170]",3.277585073509131,761.0355583871026,1306.6145491384411,0.0,1,283,8,0,1,7.0,1.0,0.0,0.0,0
negative_control,1823,"[11451, 23406, 85706, 106117]",3.56768527224961,761.6294157970581,1306.9897441577655,0.0,1,283,8,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1687, 18119, 96244, 104230]",3.0755522149703918,762.5953031657199,1369.4670645565118,0.0,1,284,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1688, 18110, 96233, 104227]",2.9826936185559045,761.8266358292276,1387.1877617716973,0.0,1,285,1,0,1,7.0,1.0,0.0,0.0,0
Myc,117,"[1694, 21292, 30360, 105191]",1.592250744295218,764.2876068395324,1208.607649588764,0.0,1,286,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1858,"[1695, 26332, 45206, 64666]",2.9798432614247425,764.3367394005725,1255.7509987580345,0.0,1,287,2,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[1703, 69545, 83028, 94841]",3.838309118235994,766.3096611710462,1249.8561954716047,0.0,1,288,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,749,"[30372, 48950, 92151, 105194]",2.3043541743835507,766.0508698945823,1358.8498191989156,0.0,1,289,7,0,1,7.0,1.0,0.0,0.0,0
negative_control,558,"[1706, 70860, 77218, 86574]",3.184395052892107,766.3697008233828,1359.3494161626145,0.0,1,289,7,0,1,7.0,1.0,0.0,0.0,0
negative_control,1816,"[24806, 34358, 51191, 60333]",3.4424068814532522,767.1066198833255,1359.512213862632,0.0,1,289,7,0,1,7.0,1.0,0.0,0.0,0
negative_control,1468,"[4405, 47844, 65655, 90300]",3.449150055437603,765.3009809330833,1360.1280762334586,0.0,1,289,7,0,1,7.0,1.0,0.0,0.0,0
Psmd8,166,"[1717, 55275, 68226, 93587]",1.2871931457157124,768.6692595732543,993.9551541259405,0.0,1,290,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1455,"[21300, 30378, 58261, 91317]",3.2876031872598555,767.7273112194188,1327.969633363502,0.0,1,291,3,0,1,7.0,1.0,0.0,0.0,0
negative_control,1371,"[1719, 23440, 34374, 90310]",3.749815164330649,769.4695643084311,1328.4158456202995,0.0,1,291,3,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1720, 18152, 96285, 104250]",3.0339658445775326,769.4009369816927,1352.469807540399,0.0,1,292,1,0,1,7.0,1.0,0.0,0.0,0
Psmd8,166,"[1724, 55283, 68241, 93591]",2.6117272082226246,770.328828710173,1196.184168427712,0.0,1,293,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1606,"[1728, 24829, 77234, 111488]",2.8130722474506933,770.4943602202102,1330.250945930592,0.0,1,294,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1733, 18155, 96294, 104253]",2.3770395106558118,770.5051595121447,1221.1475460644065,0.0,1,295,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1734, 18154, 96292, 104251]",2.3565769768757465,770.3562447322686,1207.6545090715335,0.0,1,296,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[1740, 28767, 42884, 83040]",3.9681707168590297,772.3200028567878,1284.1456332758862,0.0,1,297,1,0,1,7.0,1.0,0.0,0.0,0
Fbln2,42,"[1743, 19873, 86592, 107140]",2.3861559225138107,772.3042391315412,1338.867702915618,0.0,1,298,1,0,1,7.0,1.0,0.0,0.0,0
Psmd8,166,"[1750, 55307, 68253, 93600]",0.9944558204566016,773.9422565555899,1206.9870894913745,0.0,1,299,1,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44201, 67129, 72722, 98200]",0.9418315197594583,771.4089305136403,1352.2456602890136,0.0,1,300,18,0,1,7.0,1.0,0.0,0.0,0
Mdh2,85,"[35993, 61546, 74679, 99297]",2.4798689748488023,773.9604927474538,1353.4528434320205,0.0,1,300,18,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[1752, 28773, 42889, 83043]",2.8903008988204477,774.2024945883333,1353.5140900936199,0.0,1,300,18,0,1,7.0,1.0,0.0,0.0,0
negative_control,473,"[22311, 30389, 78267, 100587]",2.9146768828230964,772.1491299542604,1352.364281507615,0.0,1,300,18,0,1,7.0,1.0,0.0,0.0,0
negative_control,1300,"[33157, 55316, 63776, 86604]",3.0898114168531117,776.4334048148032,1353.063070532356,0.0,1,300,18,0,1,7.0,1.0,0.0,0.0,0
Msn,112,"[24844, 33138, 87593, 107139]",3.979326766865501,772.2078904399805,1351.6371492715007,0.0,1,300,18,0,1,7.0,1.0,0.0,0.0,0
Ybx1,263,"[62453, 75894, 101680, 111496]",0.6909170025298534,773.0384798419541,1386.6260853613085,0.0,1,301,12,0,1,7.0,1.0,0.0,0.0,0
negative_control,1671,"[11514, 42003, 54638, 87604]",0.856676890628647,774.0274313651527,1383.9348066928071,0.0,1,301,12,0,1,7.0,1.0,0.0,0.0,0
Hdgf,56,"[24875, 45253, 63766, 107152]",1.0827042249951007,775.2566929274824,1384.940411263652,0.0,1,301,12,0,1,7.0,1.0,0.0,0.0,0
negative_control,692,"[14873, 47313, 58281, 81928]",2.318817005178709,774.0675847564125,1385.02495958707,0.0,1,301,12,0,1,7.0,1.0,0.0,0.0,0
Aars,1,"[1754, 24863, 33150, 92183]",0.5971354327052382,774.4991062673065,1143.6369853897077,0.0,1,302,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1758, 18181, 96325, 104269]",1.444219704238343,774.8581216323691,1335.051588735726,0.0,1,303,2,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1759, 18184, 96319, 104267]",2.7086797248549006,774.6305595255869,1317.6305734459315,0.0,1,304,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1769, 18196, 96335, 104274]",3.754516642306486,776.7016320164602,1232.7259910844555,0.0,1,305,1,0,1,7.0,1.0,0.0,0.0,0
Psmd8,166,"[1770, 55320, 68265, 93608]",3.786271341033741,776.3438750103053,1299.582701384903,0.0,1,306,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1771, 18209, 96345, 104279]",2.106973827933851,777.7005714959283,1378.005148211275,0.0,1,307,1,0,1,7.0,1.0,0.0,0.0,0
Fbln2,42,"[1773, 19911, 86613, 107171]",2.0607642072256436,777.7330988552593,1167.694876731693,0.0,1,308,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1774, 18211, 96352, 104285]",2.8654068390483425,778.4981180551887,1053.1394588760004,0.0,1,309,1,0,1,7.0,1.0,0.0,0.0,0
Aars,1,"[1776, 24888, 33165, 92214]",0.7478841115252294,777.9256381799278,1103.8403905349628,0.0,1,310,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1340,"[42904, 70919, 75918, 104275]",3.483107345590728,776.6846695281175,1330.6398966325282,0.0,1,311,2,0,1,7.0,1.0,0.0,0.0,0
Tbrg1,225,"[80049, 90353, 93624, 111534]",0.12501178593882967,780.4981350354844,1208.9221843309986,0.0,1,312,7,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44233, 67159, 72763, 98231]",1.298151529375692,781.0452382888566,1210.0156168315893,0.0,1,312,7,0,1,7.0,1.0,0.0,0.0,0
Fbln2,42,"[1786, 19921, 86616, 107189]",2.9134916679241454,779.6577214004114,1209.6818544177534,0.0,1,312,7,0,1,7.0,1.0,0.0,0.0,0
Rpl18a,187,"[27579, 30423, 47895, 96358]",3.650051060654573,780.3332334418576,1208.6626808909036,0.0,1,312,7,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1787, 18228, 96365, 104289]",2.3735889923104923,780.5242537328447,1172.9662877329308,0.0,1,313,1,0,1,7.0,1.0,0.0,0.0,0
Ybx1,263,"[62502, 75950, 101727, 111538]",0.531075271408558,781.8521458281978,1012.4810297291165,0.0,1,314,2,0,1,7.0,1.0,0.0,0.0,0
Fbln2,42,"[1795, 19931, 86621, 107192]",3.071487718089535,781.1880690790508,1198.4050798136504,0.0,1,315,1,0,1,7.0,1.0,0.0,0.0,0
Myc,117,"[1800, 21345, 30433, 105242]",2.671014076753428,782.7838979290538,1354.1997413399733,0.0,1,316,8,0,1,7.0,1.0,0.0,0.0,0
Ybx1,263,"[62512, 75961, 101743, 111545]",2.766682124637736,783.6908641308712,1354.934953828891,0.0,1,316,8,0,1,7.0,1.0,0.0,0.0,0
Vat1,259,"[19936, 37387, 89219, 104292]",3.4206391675901004,781.9658606448716,1352.4459464481524,0.0,1,316,8,0,1,7.0,1.0,0.0,0.0,0
Loxl1,78,"[36037, 49057, 55336, 69620]",2.960046150657794,782.756197931288,1358.4748307634495,0.0,1,317,5,0,1,7.0,1.0,0.0,0.0,0
Tsc22d1,244,"[13012, 22375, 34462, 61570]",3.532213007639647,782.7747564137112,1357.935437626319,0.0,1,317,5,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[1806, 69621, 83076, 94918]",1.755757374629738,783.6025427938091,1194.3888406679623,0.0,1,318,6,0,1,7.0,1.0,0.0,0.0,0
negative_control,1318,"[24906, 56388, 64740, 86628]",2.1036574959937355,781.3486537818549,1193.5179121262731,0.0,1,318,6,0,1,7.0,1.0,0.0,0.0,0
Actn4,3,"[11549, 23495, 58304, 61565]",2.9220255810571825,781.570572180488,1193.1499244173028,0.0,1,318,6,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1810, 18254, 96389, 104300]",2.6813093483252475,784.0442640878723,1183.2773200765782,0.0,1,319,1,0,1,7.0,1.0,0.0,0.0,0
Malat1,83,"[11576, 16489, 46295, 65736]",1.5390327146678062,784.9754697485137,1370.5679535701065,0.0,1,320,9,0,1,7.0,1.0,0.0,0.0,0
Pdha1,139,"[47337, 52422, 89227, 107210]",1.9817456712102004,783.8682142022182,1370.8289079608853,0.0,1,320,9,0,1,7.0,1.0,0.0,0.0,0
Txn2,248,"[22387, 33197, 86641, 91368]",2.7273667936305337,785.304263685395,1370.4444785103599,0.0,1,320,9,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1817, 18259, 96393, 104303]",3.0957420714936217,784.5850652781289,1372.856476607547,0.0,1,320,9,0,1,7.0,1.0,0.0,0.0,0
negative_control,1835,"[1819, 37392, 56418, 62526]",3.0788202737713797,784.946526734922,1148.9046064642969,0.0,1,321,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[1828, 28840, 42944, 83086]",2.531024685688699,785.7666204733746,1246.2700445481337,0.0,1,322,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[1829, 28844, 42949, 83088]",3.2908467621846254,786.196784380779,1316.5766867160146,0.0,1,323,1,0,1,7.0,1.0,0.0,0.0,0
Psmd2,163,"[1832, 34478, 55352, 110256]",1.2957045973502928,785.5229166781977,1347.889031153254,0.0,1,324,1,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44258, 67187, 72787, 98249]",1.6034786707939763,786.0916952920513,1196.6527239174425,0.0,1,325,4,0,1,7.0,1.0,0.0,0.0,0
negative_control,292,"[18262, 45304, 60409, 98247]",2.7418816599149434,785.6290849983861,1198.2708162062745,0.0,1,325,4,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37410, 40833, 71011, 107240]",0.6341387252040883,787.8382304990654,1103.6588659855022,0.0,1,326,6,0,1,7.0,1.0,0.0,0.0,0
Psma7,161,"[45323, 59227, 85795, 96442]",1.7443956208526592,789.7850594409465,1104.4632140094504,0.0,1,326,6,0,1,7.0,1.0,0.0,0.0,0
Ncl,121,"[14968, 28864, 99377, 107257]",2.6790847695421776,789.118111488588,1103.858636356407,0.0,1,326,6,0,1,7.0,1.0,0.0,0.0,0
Psmd2,163,"[1845, 34501, 55365, 110285]",2.0258613641130747,788.7355755932826,1237.8833082119834,0.0,1,327,1,0,1,7.0,1.0,0.0,0.0,0
Ptgs2,170,"[21364, 77293, 94960, 108412]",1.0073312626357591,789.4695849135666,1124.871699551613,0.0,1,328,15,0,1,7.0,1.0,0.0,0.0,0
negative_control,631,"[3391, 53078, 81046, 85800]",1.9732919927856556,790.189076649802,1125.8393725248798,0.0,1,328,15,0,1,7.0,1.0,0.0,0.0,0
Eef1g,28,"[4572, 26444, 38711, 62559]",2.2916354366397345,791.1768210016027,1126.7625153654453,0.0,1,328,15,0,1,7.0,1.0,0.0,0.0,0
Sfpq,206,"[32129, 54675, 74728, 86650]",2.4168258065180264,787.6828832131919,1125.17574921822,0.0,1,328,15,0,1,7.0,1.0,0.0,0.0,0
Malat1,83,"[11604, 16526, 46319, 65767]",2.6461757249259965,790.1781565779517,1125.84550471353,0.0,1,328,15,0,1,7.0,1.0,0.0,0.0,0
negative_control,298,"[1848, 22412, 44271, 72803]",3.293112691179666,789.4157646811219,1125.5586742207265,0.0,1,328,15,0,1,7.0,1.0,0.0,0.0,0
Tubb5,246,"[13071, 63831, 78350, 101778]",0.45571833017864427,788.6632826157525,1332.0942213837434,0.0,1,329,31,0,1,7.0,1.0,0.0,0.0,0
Txn2,248,"[22421, 33223, 86665, 91387]",0.7370806797676984,789.7357067604823,1331.7366956962653,0.0,1,329,31,0,1,7.0,1.0,0.0,0.0,0
negative_control,1865,"[39842, 45316, 56441, 64764]",0.9372382699486053,788.4709340685988,1332.5292800876548,0.0,1,329,31,0,1,7.0,1.0,0.0,0.0,0
negative_control,1624,"[19990, 65768, 88543, 106201]",2.2423610407202097,790.1492843305192,1331.0920682557442,0.0,1,329,31,0,1,7.0,1.0,0.0,0.0,0
negative_control,1712,"[16528, 61603, 84131, 98262]",2.39990237111836,789.3398477746377,1332.295981318392,0.0,1,329,31,0,1,7.0,1.0,0.0,0.0,0
negative_control,988,"[14977, 55373, 72801, 107249]",2.5993512219107484,789.6644221574252,1331.8669010042727,0.0,1,329,31,0,1,7.0,1.0,0.0,0.0,0
Psmd2,163,"[1854, 34510, 55375, 110292]",2.05201303982367,789.7118974817054,1123.1271884924333,0.0,1,330,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,2019,"[62562, 79398, 87694, 107273]",1.6158495185693138,791.8289313678399,1370.6288420458277,0.0,1,331,16,0,1,7.0,1.0,0.0,0.0,0
Ptgs1,169,"[37423, 44279, 59223, 63834]",2.01734096054524,790.1566905085947,1373.1378995513767,0.0,1,331,16,0,1,7.0,1.0,0.0,0.0,0
Lrrc59,79,"[37438, 76008, 84991, 111592]",2.323171050180096,792.2401336310775,1371.7927508052833,0.0,1,331,16,0,1,7.0,1.0,0.0,0.0,0
Mtap,114,"[8969, 45337, 81055, 92289]",2.3739647407624873,791.7000435318174,1372.727606871747,0.0,1,331,16,0,1,7.0,1.0,0.0,0.0,0
negative_control,1580,"[25002, 31463, 88550, 94971]",2.7206820380677232,791.6553225135817,1371.9023583411254,0.0,1,331,16,0,1,7.0,1.0,0.0,0.0,0
negative_control,1299,"[33244, 60457, 80091, 84141]",3.6298773145124783,792.3167662565356,1370.2022466040917,0.0,1,331,16,0,1,7.0,1.0,0.0,0.0,0
negative_control,1354,"[19974, 32127, 101773, 103534]",0.46086823222999607,788.1622383701977,1147.4448771707703,0.0,1,332,14,0,1,7.0,1.0,0.0,0.0,0
Gpi1,52,"[18287, 57481, 69647, 96441]",1.8880728210164168,789.4401429118365,1146.4428470136365,0.0,1,332,14,0,1,7.0,1.0,0.0,0.0,0
negative_control,1583,"[11603, 37412, 44273, 80076]",2.6094569204328373,789.4191627586845,1147.4013291933352,0.0,1,332,14,0,1,7.0,1.0,0.0,0.0,0
negative_control,1703,"[16518, 65756, 79386, 104328]",2.761743127031441,788.638018360222,1148.2964787960104,0.0,1,332,14,0,1,7.0,1.0,0.0,0.0,0
negative_control,1034,"[50410, 55380, 85798, 108420]",2.9892754031955775,790.1288013250254,1146.4106402814903,0.0,1,332,14,0,1,7.0,1.0,0.0,0.0,0
negative_control,1960,"[1866, 14982, 37418, 40843]",2.9303778445697115,790.490806750354,1329.1796099699752,0.0,1,333,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[1870, 69659, 83112, 94977]",2.9002601141601714,791.7607474426954,1226.823633933869,0.0,1,334,1,0,1,7.0,1.0,0.0,0.0,0
Hspa8,62,"[22418, 56442, 93656, 110286]",0.7465217198195939,789.2300658352036,1137.4132228472222,0.0,1,335,7,0,1,7.0,1.0,0.0,0.0,0
Prrx1,159,"[1872, 44286, 62561, 85806]",1.2817265127828654,791.5341751637831,1136.9429192887285,0.0,1,335,7,0,1,7.0,1.0,0.0,0.0,0
Polr2m,149,"[38691, 42058, 59210, 78343]",1.455894728440062,788.0200628198833,1138.3982314779796,0.0,1,335,7,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1875, 18311, 96450, 104339]",2.538160876520017,791.2668761872858,1317.5288291443412,0.0,1,336,1,0,1,7.0,1.0,0.0,0.0,0
Psmd2,163,"[1880, 34534, 55389, 110303]",1.9232227526517574,792.6699798133516,1075.744948096119,0.0,1,337,2,0,1,7.0,1.0,0.0,0.0,0
Tnfrsf1a,233,"[44283, 56456, 81052, 101795]",1.430727853074552,791.1228620723234,1335.8347828560318,0.0,1,338,9,0,1,7.0,1.0,0.0,0.0,0
Csnk2b,23,"[49106, 75531, 84137, 91393]",2.0231910788304672,790.9256537113667,1336.1348627523314,0.0,1,338,9,0,1,7.0,1.0,0.0,0.0,0
Snx5,212,"[14984, 39858, 82018, 92293]",2.535166793361969,791.9038492165357,1332.9570984981024,0.0,1,338,9,0,1,7.0,1.0,0.0,0.0,0
Myh9,118,"[37435, 40855, 71040, 107261]",3.239586212245577,791.4869923844988,1333.8365392865965,0.0,1,338,9,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1884, 18332, 96475, 104357]",1.5081123928308495,793.0115551099273,1070.245532107478,0.0,1,339,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1891, 18343, 96486, 104364]",2.0692039144178875,794.3337493193264,1060.8682735354664,0.0,1,340,1,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44298, 67230, 72829, 98286]",0.4952197855688921,793.8723736910546,1182.8261063820719,0.0,1,341,3,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1900, 18359, 96500, 104374]",3.8347839869861717,796.4621394683439,1385.0418581962324,0.0,1,342,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[1907, 28924, 43012, 83126]",1.6841220694636183,797.0763228505983,1341.1768443213139,0.0,1,343,1,0,1,7.0,1.0,0.0,0.0,0
Myc,117,"[1914, 21395, 30501, 105311]",1.6992772178665012,798.026008104363,1275.1139384271116,0.0,1,344,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1915, 18367, 96523, 104381]",3.8196336001487534,798.0952808273596,1369.2421878649827,0.0,1,345,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1920, 18379, 96530, 104387]",2.185973501585224,799.2489015013077,1005.2624798518257,0.0,1,346,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1925, 18370, 96517, 104384]",2.0079618780258364,798.3919319660979,1248.1829218300613,0.0,1,347,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[1926, 28943, 43031, 83136]",0.9823572997803081,799.9501831331763,1321.1788386685062,0.0,1,348,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1478,"[1927, 40904, 81091, 84178]",3.8299824306298538,799.5923400882372,1154.9919565351258,0.0,1,349,1,0,1,7.0,1.0,0.0,0.0,0
Myc,117,"[1933, 21407, 30515, 105320]",1.9546063822674382,800.9718274358956,1211.7091164755345,0.0,1,350,1,0,1,7.0,1.0,0.0,0.0,0
Aebp1,4,"[1937, 28944, 43036, 83138]",3.747234592111811,800.5594720790878,1269.9277066684726,0.0,1,351,1,0,1,7.0,1.0,0.0,0.0,0
Fbln2,42,"[1939, 20077, 86721, 107324]",3.0926611350346924,800.8565362627248,1137.569506222314,0.0,1,352,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[1947, 69725, 83151, 95055]",3.530564187474348,802.592838810239,1286.5579005381094,0.0,1,353,1,0,1,7.0,1.0,0.0,0.0,0
negative_control,1716,"[1948, 28964, 68427, 81103]",1.433974176549569,802.3367742818531,1117.2774606953112,0.0,1,354,1,0,1,7.0,1.0,0.0,0.0,0
Psmd2,163,"[1950, 34617, 55425, 110376]",3.012766837718032,803.1071954425913,1150.727767149479,0.0,1,355,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[1951, 69729, 83154, 95052]",0.45659038103046434,802.7610366701695,1162.6071768020342,0.0,1,356,1,0,1,7.0,1.0,0.0,0.0,0
Sdc4,202,"[27692, 33293, 47386, 54716]",1.9987773490557346,802.2926295922931,1167.4211791290134,0.0,1,357,13,0,1,7.0,1.0,0.0,0.0,0
negative_control,1267,"[28960, 49167, 53113, 106246]",2.6744260481238595,802.0660552854989,1164.876276319526,0.0,1,357,13,0,1,7.0,1.0,0.0,0.0,0
Ncl,121,"[15055, 28957, 99463, 107327]",2.7731981155765943,801.5302266736774,1166.2491493080174,0.0,1,357,13,0,1,7.0,1.0,0.0,0.0,0
Gsto1,54,"[38770, 82059, 95040, 106241]",3.1471170182810906,800.8946000540427,1168.4822293875466,0.0,1,357,13,0,1,7.0,1.0,0.0,0.0,0
Ppp2r1a,151,"[34601, 40929, 77348, 85839]",3.2208165857338615,802.6275492939259,1165.647871366827,0.0,1,357,13,0,1,7.0,1.0,0.0,0.0,0
Mrfap1,89,"[22494, 68436, 72874, 86736]",0.6121517291010052,803.9175168963891,1198.247714102543,0.0,1,358,12,0,1,7.0,1.0,0.0,0.0,0
negative_control,1760,"[11682, 21423, 47388, 81108]",1.6531695873034065,804.4399465118938,1197.8726795817372,0.0,1,358,12,0,1,7.0,1.0,0.0,0.0,0
negative_control,847,"[25079, 45391, 79438, 95056]",1.774497958065409,803.6383562704995,1198.435608412944,0.0,1,358,12,0,1,7.0,1.0,0.0,0.0,0
negative_control,1324,"[16641, 39920, 50469, 78420]",2.8231981864082303,804.7609458284968,1198.24703721497,0.0,1,358,12,0,1,7.0,1.0,0.0,0.0,0
Vim,261,"[44332, 67275, 72864, 98321]",1.9185739057293973,801.7369988857828,1389.801502435769,0.0,1,359,2,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1961, 18430, 96574, 104409]",1.9526644255098977,803.7718011613082,1271.6130861524139,0.0,1,360,1,0,1,7.0,1.0,0.0,0.0,0
Ctsb,25,"[1970, 69740, 83158, 95066]",3.853524265092919,804.5136404647152,1232.9905909538027,0.0,1,361,1,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1972, 18425, 96572, 104412]",2.61394286022157,804.0598004856354,1339.78108024687,0.0,1,362,1,0,1,7.0,1.0,0.0,0.0,0
Tbrg1,225,"[80129, 90448, 93710, 111649]",1.0465142340586715,803.9973262281821,1180.554726387447,0.0,1,363,2,0,1,7.0,1.0,0.0,0.0,0
negative_control,1858,"[1974, 26519, 45395, 64831]",2.2435605196110937,804.9833166785627,1136.1608132630654,0.0,1,364,3,0,1,7.0,1.0,0.0,0.0,0
Rpsa,197,"[1975, 18445, 96591, 104430]",3.4629209619658012,806.248973347565,1416.815113308518,0.0,1,365,1,0,1,7.0,1.0,0.0,0.0,0
Ncl,121,"[15102, 29009, 99493, 107352]",0.5859954117066194,807.1437479163907,1089.2386555954956,0.0,1,366,3,0,1,7.0,1.0,0.0,0.0,0
Prrx1,159,"[1980, 44348, 62644, 85858]",1.838796508683779,806.4913791040096,1088.8007486510946,0.0,1,366,3,0,1,7.0,1.0,0.0,0.0,0
