gene,block1,block2,block3,block4
Supt5,5,19,2,2
Ipo9,7,2,7,2
Nf2,2,1,14,9
Slc9a6,3,15,13,5
Pnma2,12,7,18,1
Rnf165,19,13,6,6
Pcyox1,7,7,4,10
Rere,1,19,14,6
Nrd1,2,20,7,15
Asphd2,6,6,19,13
Ckap5,19,12,8,3
Vps13a,16,2,17,1
Actn4,19,20,10,9
Rnf220,15,17,6,6
Ehd3,9,6,3,12
Pum2,20,15,12,3
Tnrc6c,12,10,12,10
Psmd3,10,10,8,12
Nomo1,14,3,13,4
Eif3d,3,13,4,12
Epdr1,17,16,9,4
Rnf34,9,7,5,11
Rnf10,13,4,11,6
Kdm5a,8,4,5,7
Fbxl17,3,1,8,16
Slc25a23,8,9,8,9
Slmap,1,20,6,15
P4hb,17,16,20,13
Slitrk3,8,15,18,5
Eif4e,13,3,18,18
Dlat,18,6,3,1
Tpp2,17,7,3,1
Setd3,16,14,1,9
Dcun1d4,12,19,17,14
Dag1,8,4,15,17
Pcdh7,18,15,20,13
Ttyh3,10,8,12,6
Pigq,3,16,4,15
Zcchc14,19,2,7,14
Nat14,5,4,14,15
P4htm,12,3,15,20
Arl15,7,3,18,12
Acly,11,20,10,1
Vps13d,9,8,14,3
Armcx1,15,6,3,18
Klhl22,10,18,11,17
Ganab,11,7,17,1
Nr2c2,5,19,17,7
Ube4b,18,8,11,15
Nol4,7,18,1,4
Dpp9,11,10,20,1
Fndc4,15,17,5,7
Ubxn6,5,3,3,5
Slu7,7,1,16,12
Fbxw11,17,17,19,15
Tacc1,6,3,8,1
Ilf3,2,11,18,15
Gpr85,5,7,14,18
Drosha,11,9,6,14
Arhgef7,10,14,16,8
Dmtf1,5,16,11,10
Ntng1,7,17,8,16
Os9,17,14,8,3
Ppm1a,2,8,17,13
Fam171a1,10,19,4,5
Sh2b1,14,10,14,10
Dscaml1,16,16,6,6
Atp2b4,13,19,16,16
Gpatch11,9,6,11,4
Dync2h1,9,18,17,10
Sybu,1,5,8,18
Klhl7,9,17,20,6
Tbrg1,11,13,20,4
Pcdh8,12,8,3,17
Abca2,13,14,9,18
Upf2,8,15,4,19
Cltb,19,17,16,20
Srpk1,3,11,6,8
Ubp1,2,12,12,2
Bace1,15,8,14,9
Xpo1,13,7,20,20
Pkia,8,12,18,2
Sptbn4,6,5,13,18
Tpd52l2,15,18,11,2
N4bp2l2,8,11,4,15
Lars,9,7,1,15
Exoc6b,9,18,19,8
Ranbp2,15,2,17,20
Fat3,16,17,12,1
Rab11fip3,19,4,8,15
Hnrnpd,16,15,10,1
Rmnd5b,16,1,6,11
Cog7,11,3,4,10
Hid1,7,11,7,11
Sgtb,10,7,9,8
Golga2,17,17,12,2
Taok2,8,3,8,3
Kcna4,12,18,18,12
Pip4k2b,4,19,6,17
Actr3b,12,6,2,16
Fam120c,10,8,13,5
Ifngr2,20,18,7,11
Upf3b,19,6,2,3
Etf1,20,3,13,10
Srsf6,19,6,3,2
Cabin1,16,13,12,17
Scaper,5,14,5,14
Trak2,18,16,6,8
Yars,19,2,1,20
Ythdf1,12,18,17,13
Vps26b,14,14,20,8
Mef2a,7,6,9,4
Fam120b,7,11,3,15
Zfp131,4,6,2,8
Gpd1l,7,15,5,17
Snx32,1,13,7,7
Pak7,11,10,14,7
Abhd17c,4,19,2,1
Slc6a15,10,18,19,9
Megf8,15,9,3,1
Thoc1,18,12,7,3
Limch1,10,8,20,18
Papss1,4,5,3,6
Sun1,19,7,7,19
Stx1a,14,18,6,6
Zbtb4,13,10,8,15
Gas6,6,6,14,18
Enpp2,15,13,6,2
P4ha1,3,5,15,13
Nt5dc3,13,9,8,14
Rab3gap2,9,10,18,1
Cstf2t,3,19,8,14
Zdhhc21,9,3,15,17
Taf1,5,1,12,14
Map4k4,5,18,8,15
Sfxn1,12,15,10,17
Trappc5,20,5,11,14
Slc6a7,17,18,12,3
Atxn7l3,16,6,16,6
Parp6,8,4,19,13
Rbm28,1,7,12,16
Abcf2,8,3,20,11
Rfc1,16,20,19,17
Ythdc1,9,1,15,15
Akap8,10,7,1,16
Nav3,9,4,11,2
Lrrn1,6,4,17,13
Ppargc1a,3,20,7,16
Ptprj,6,15,5,16
Rapgefl1,20,13,16,17
Snx16,7,13,13,7
Gtf3c1,15,10,7,18
Eif2b4,5,8,9,4
Galnt18,7,15,12,10
Frmpd4,13,10,6,17
Gon4l,15,11,17,9
Nr4a1,14,18,18,14
Csmd3,10,14,19,5
Senp2,12,16,20,8
Fbxo31,20,3,12,11
Nova2,4,12,8,8
Phactr3,6,2,20,8
Ubn2,13,13,19,7
Zcchc6,13,7,15,5
Gpr158,3,18,6,15
Sirt3,6,11,14,3
Mdp1,1,13,10,4
Tmem161b,9,19,2,6
Usp47,12,4,8,8
Smpd1,10,10,18,2
Ptdss1,11,2,8,5
Mau2,10,4,17,17
Dmxl1,20,18,18,20
Fryl,15,16,6,5
Zswim8,12,10,8,14
Pip5k1a,16,1,14,3
Ppp2r2d,13,17,12,18
Cntnap1,16,12,7,1
Tmem132a,13,2,16,19
Sec63,17,3,15,5
Otud6b,12,7,9,10
Lias,11,12,17,6
Tulp4,7,6,20,13
Lrrc7,1,8,3,6
Sqle,6,13,10,9
Sh3rf1,1,1,4,18
Kdm5b,9,13,12,10
Anapc4,15,8,11,12
Atp1b3,12,16,3,5
Dnm3,20,1,19,2
Ube2z,9,4,18,15
Wipf2,19,11,20,10
Prpf18,15,3,19,19
Psme4,18,12,10,20
Tmcc1,5,7,6,6
Stoml2,13,9,9,13
Ccdc85a,18,20,18,20
Atp2b3,2,5,7,20
Pkp2,5,4,2,7
Dixdc1,16,14,5,5
Katnal1,8,12,1,19
Gramd1a,14,9,8,15
Adcy6,13,2,6,9
Lrp8,14,17,3,8
Ppp1r9b,16,14,20,10
Mapk9,19,3,5,17
Rad21,14,20,8,6
Calu,17,13,11,19
Tbk1,5,17,2,20
Larp1,7,6,2,11
Coro2b,8,18,5,1
Map4k5,18,10,19,9
Neurl1a,8,17,9,16
Prickle1,3,7,16,14
Rufy2,3,7,9,1
Hspa2,16,20,8,8
Ctr9,12,1,1,12
Ndst4,12,12,10,14
Btbd3,15,3,11,7
Bcl7a,8,11,8,11
Usp4,10,5,1,14
Tmem127,19,2,17,4
Naa50,2,1,19,4
Cecr6,3,17,5,15
Cyb561,7,17,5,19
Fzr1,18,13,1,10
Trim33,11,2,16,17
Sgcb,20,13,6,7
Tspyl5,12,19,20,11
Ccng2,5,7,11,1
Skiv2l,13,18,12,19
Gpr155,14,8,10,12
Poldip3,10,1,20,11
Dazap2,14,12,9,17
Rsrc1,3,12,18,17
Snx1,19,4,11,12
Bag6,7,20,16,11
Cep170,8,14,14,8
Mdga2,12,15,1,6
Pdia4,13,13,11,15
Gopc,15,17,18,14
Rnf2,5,11,2,14
Xiap,3,6,18,11
Senp3,18,13,9,2
Bcl6,18,2,18,2
Sptb,8,15,5,18
Rbm6,15,1,12,4
Sec31a,15,17,3,9
Dnajc3,5,14,9,10
Angel2,6,6,20,12
Kctd6,4,10,15,19
Chka,17,13,10,20
Cnnm1,4,6,18,12
Fbxo45,3,10,2,11
Usp25,15,7,7,15
Jarid2,4,14,11,7
Ppp4r2,18,12,14,16
Ostm1,6,6,12,20
Rybp,3,14,6,11
Dopey1,7,15,8,14
Chd9,6,1,3,4
Keap1,2,3,3,2
Lztfl1,3,18,9,12
Igfbp6,3,13,1,15
Mrpl35,4,13,19,18
Zfc3h1,6,20,19,7
Uap1,7,18,20,5
Preb,12,1,17,16
Atg2b,7,19,15,11
Ttc4,16,11,15,12
Nampt,8,2,1,9
Ep300,7,20,5,2
Derl1,9,7,3,13
Sec61a1,10,5,14,1
Cdh8,19,6,14,11
Pias1,7,10,14,3
Xbp1,3,12,1,14
Rif1,9,11,2,18
Ap1m1,3,11,17,17
Desi1,17,18,15,20
Cluh,3,6,13,16
Rbm22,2,8,19,11
Zdhhc14,15,9,14,10
Abcf3,2,18,7,13
Trpm7,19,17,13,3
Etv5,15,18,7,6
Parm1,3,11,9,5
Smarcd1,4,9,4,9
Eif3b,16,16,18,14
Dkc1,17,17,3,11
Snx14,10,17,19,8
Sall2,11,20,14,17
Nudt19,16,10,20,6
Creb1,12,20,19,13
Sgk1,19,20,20,19
Mysm1,16,2,4,14
Ehmt2,11,6,7,10
Mical3,18,7,16,9
Nptx2,20,20,19,1
Mast4,20,13,20,13
Sp3,14,17,11,20
Rprd2,11,8,10,9
Atp11b,2,18,12,8
Hecw1,8,19,18,9
Cpne5,13,13,7,19
Coq9,13,14,19,8
Extl2,18,17,5,10
Ocrl,1,13,1,13
Slc7a8,7,9,12,4
Limk2,8,16,5,19
Phf14,14,3,8,9
Tecpr2,6,12,6,12
Dbnl,9,6,20,15
Nfat5,6,4,9,1
Ift172,11,6,14,3
Dlgap2,6,6,15,17
Kif3b,18,8,15,11
Nsun2,5,8,3,10
Mpp5,8,13,10,11
Synrg,19,5,16,8
Sacm1l,5,16,8,13
Btrc,10,6,18,18
Krit1,13,1,8,6
Ppp6r3,7,3,17,13
Cdk7,3,14,3,14
Sde2,17,15,1,11
Trappc12,1,8,11,18
Pepd,8,7,10,5
Ube2g1,6,17,19,4
Syt3,15,4,4,15
Api5,8,17,17,8
Ephb6,6,18,19,5
Tnrc18,3,17,2,18
Clvs2,18,8,7,19
Grm7,18,11,14,15
Grn,6,5,11,20
Ppp1r21,10,4,19,15
Stam,14,13,7,20
Csmd1,16,8,7,17
Xpo6,10,9,13,6
Cask,4,10,3,11
Setbp1,9,3,20,12
Prpf39,4,15,2,17
Flrt3,11,15,19,7
Coq5,7,15,3,19
Btbd2,11,4,1,14
Acvr1,9,19,5,3
Zkscan1,1,7,6,2
Gba2,1,1,11,11
Atl2,6,10,17,19
Mpdz,12,12,19,5
Hlf,4,7,13,18
Galntl6,1,3,13,11
Vps13b,17,16,4,9
Usf2,16,2,9,9
Abca5,2,10,17,15
Lrrc49,4,10,14,20
Epc2,5,19,4,20
Ablim1,16,17,14,19
Spata2,1,2,2,1
Col4a3bp,19,17,7,9
Trpc5,17,19,7,9
Kat6b,16,19,4,11
Lrp6,6,14,9,11
Irf2bp2,2,9,1,10
Dlg2,7,16,14,9
Cyb5r3,5,15,17,3
Jakmip1,14,15,20,9
Shoc2,18,19,5,12
Fmn2,6,3,2,7
Nipa2,4,17,14,7
Bbx,9,12,6,15
Fxr2,5,12,16,1
Phc2,11,16,6,1
Arhgef3,3,6,8,1
Raf1,3,6,15,14
Syt17,8,18,10,16
Btg1,2,3,12,13
Abhd16a,12,6,10,8
St3gal2,19,13,10,2
Ing2,4,9,6,7
Fbxw5,1,7,3,5
Tmcc2,10,8,3,15
Smarcal1,2,9,6,5
Egr4,19,17,9,7
Ppip5k1,19,1,2,18
Sidt2,17,18,14,1
Dstyk,11,13,14,10
Gcn1l1,2,5,19,8
Cggbp1,19,16,9,6
Rab9b,13,3,14,2
Fbxo38,9,2,7,4
Cdc27,2,19,11,10
Btg2,8,9,5,12
Pacs1,10,17,13,14
Ugt8a,5,18,14,9
Wdr18,10,15,12,13
Slc2a6,3,16,12,7
Kcnc3,4,15,18,1
Tbc1d15,1,5,2,4
Sec23ip,7,17,2,2
Lsm14a,18,4,15,7
Lonrf1,5,13,20,18
Oprl1,9,6,7,8
Wdr73,12,17,18,11
Npr3,11,19,5,5
Armcx4,13,8,10,11
Mex3b,18,19,19,18
Rictor,3,19,10,12
Dr1,18,15,11,2
Map7,11,16,13,14
Mphosph9,16,5,8,13
Uri1,4,10,18,16
Rnf168,7,6,18,15
Bicd1,17,6,20,3
Dcaf11,4,13,5,12
Unc13b,12,5,3,14
Wscd2,9,13,15,7
Rlim,4,1,16,9
Acadsb,7,19,1,5
Prkab2,1,17,11,7
U2af2,9,6,1,14
Srp68,1,14,11,4
Smg6,12,14,17,9
Trappc8,16,3,20,19
Spast,2,2,4,20
Tars,20,16,4,12
Tmem200a,10,16,19,7
Cdk12,19,8,9,18
Tfam,6,2,5,3
Pikfyve,11,19,15,15
Slc36a1,11,6,10,7
Nob1,5,4,20,9
Tpp1,2,6,5,3
Grk6,9,10,3,16
Znrf1,1,11,18,14
Hrk,10,19,14,15
Pik3c3,2,13,13,2
Cnot6l,10,9,10,9
Rnf182,13,4,2,15
Tmem170b,4,10,16,18
Zc3h7a,16,5,19,2
Ecd,9,2,5,6
Paqr4,11,20,6,5
Ccdc149,9,3,4,8
Pef1,11,3,16,18
S100b,17,4,2,19
Sgsm3,1,12,20,13
Sos1,8,4,8,4
Zfp251,1,15,14,2
Fam104a,1,18,3,16
Hsd17b7,5,4,15,14
Slit1,5,16,15,6
Tada2a,11,19,9,1
Cant1,16,2,14,4
Mrpl37,5,6,6,5
Dzip1,20,4,7,17
Cacnb2,3,4,6,1
Pdp1,10,17,8,19
Aacs,3,16,5,14
Prmt7,6,3,11,18
Exoc2,17,7,15,9
Igf1r,17,5,6,16
Ptprz1,1,16,17,20
Herpud2,11,16,18,9
Wrnip1,9,9,10,8
Uggt1,17,5,5,17
Myh9,5,18,10,13
St8sia1,6,7,17,16
Get4,4,8,20,12
Dnaja3,14,15,5,4
Rexo1,4,16,18,2
Brox,2,1,13,10
Mpped2,7,2,14,15
Tmcc3,12,14,13,13
Coa5,19,20,6,13
Dnajc27,3,1,12,12
Mctp1,20,15,5,10
Ap3s2,9,10,16,3
Faxc,15,1,9,7
Tmed8,15,20,6,9
Ttc39c,5,17,3,19
Cpsf1,1,7,7,1
Asb8,10,14,2,2
Gpn1,19,19,16,2
Mrpl9,3,6,20,9
Klhl24,14,13,11,16
B3galt5,18,2,3,17
Nucb1,18,15,19,14
Srebf2,8,19,4,3
Slc30a5,19,2,9,12
Grin2a,1,19,11,9
Mdm2,9,9,1,17
Arfgap2,4,4,16,12
Zfp740,19,10,17,12
Rnf214,14,7,17,4
Hs2st1,17,6,19,4
Sec24c,19,10,2,7
Psat1,4,11,13,2
Nrg3,6,18,2,2
Ebpl,19,5,2,2
Kcnk2,4,19,3,20
Bcas3,13,11,2,2
Phlpp2,7,14,10,11
Tsc22d3,4,12,11,5
Dda1,11,10,10,11
Hyou1,19,11,8,2
Blmh,20,15,9,6
Gigyf1,18,5,7,16
Pitpnm1,10,10,4,16
Gmps,11,3,11,3
Ranbp3,8,15,2,1
Gpatch1,10,3,16,17
Psmd5,4,16,5,15
Grik2,11,1,19,13
Xrn1,5,3,11,17
Iars,9,12,13,8
Hrh3,11,18,16,13
Rfx3,10,2,19,13
Pcp4l1,20,8,17,11
Htr1a,7,17,16,8
Eif2b1,1,17,15,3
Cd3eap,8,19,10,17
Agfg1,19,1,17,3
Men1,9,2,15,16
Abcg4,18,20,17,1
Ino80d,1,9,6,4
Sfxn4,9,1,12,18
Aar2,14,4,11,7
Cenpc1,4,8,10,2
Lrrc59,6,4,12,18
Ddx41,2,19,5,16
Lgi3,8,2,15,15
Gng7,1,2,19,4
Vps11,11,20,18,13
Sema7a,10,7,6,11
Ints10,20,17,2,15
Urgcp,10,8,10,8
Papd5,16,14,19,11
Ddx56,4,5,20,9
Cox10,3,18,17,4
Pogz,16,12,11,17
Lrrc8d,6,4,19,11
Gspt2,19,8,2,5
Nol12,9,16,20,5
Zfp354c,6,12,16,2
Sec22a,18,1,17,2
Tex10,5,14,13,6
Ptpn3,11,19,20,10
Cdh10,19,3,10,12
Adck1,9,7,10,6
Eml2,9,1,1,9
Ampd2,15,7,20,2
Mgat2,8,11,11,8
Dhx57,16,17,1,12
Clk3,16,6,9,13
Cyp51,18,8,18,8
Ranbp10,7,7,9,5
Rspry1,12,8,11,9
Zmat4,10,8,15,3
Atg13,3,20,19,4
Ranbp6,13,13,3,3
Rbm33,2,12,7,7
Arhgef11,1,3,4,20
Nck2,3,19,15,7
Eif4enif1,12,18,12,18
Cbll1,14,20,10,4
Herpud1,17,1,12,6
Smc2,19,15,1,13
Rabepk,2,1,10,13
Ubqln4,11,12,8,15
Dhx40,20,9,8,1
Pnrc2,15,8,1,2
Hey1,6,16,13,9
Grpel2,3,3,7,19
Pank2,10,2,17,15
Cotl1,17,11,15,13
Pcf11,5,14,10,9
Actr8,4,8,16,16
Tapt1,16,11,3,4
Plat,5,9,5,9
Dnajc14,11,13,5,19
Lasp1,9,20,14,15
Hdac5,17,7,8,16
Heatr5b,9,20,7,2
Kat2a,2,2,12,12
Enah,9,9,13,5
Itga4,3,6,16,13
Ap3m1,14,8,13,9
Fkrp,18,5,10,13
Ncln,18,3,8,13
Mfhas1,1,14,9,6
Acvr1c,7,1,17,11
Alkbh5,15,19,12,2
Vcl,15,11,1,5
Tubgcp5,20,10,14,16
Ccdc6,19,18,19,18
Zfyve28,3,3,9,17
Rc3h1,18,3,15,6
Aff3,9,10,7,12
Cnih4,11,4,6,9
Ptbp3,10,14,15,9
Mapk4,11,10,19,2
Tbc1d17,10,2,18,14
Usp24,13,19,4,8
Adra2c,14,2,18,18
Casc3,13,20,5,8
Zdhhc8,4,4,14,14
Slc43a2,10,15,14,11
Dcun1d2,6,10,16,20
Ptrhd1,4,20,15,9
Twf1,13,16,12,17
Rprm,19,1,4,16
Spns2,12,4,14,2
Chfr,6,11,6,11
Wdr11,1,15,17,19
Hunk,10,9,11,8
Ptpn12,17,8,3,2
Acvr2a,10,7,14,3
Txlna,5,19,11,13
Birc2,9,3,13,19
Map1s,6,6,4,8
Abcb8,3,18,20,1
Xab2,13,20,16,17
Tkt,13,6,2,17
Nf1,11,18,10,19
Ctnnbl1,14,12,10,16
Sgsm2,14,13,6,1
Sap30bp,20,7,20,7
Gdap2,16,16,12,20
Fam169a,20,20,2,18
Ormdl3,3,12,5,10
Gatad2b,5,17,5,17
Ephb3,1,13,3,11
Derl2,1,12,14,19
Arfgef2,4,5,12,17
Onecut2,14,10,13,11
Rrm2b,8,1,11,18
Pygb,11,8,19,20
Sap18,19,7,5,1
Slc25a19,4,6,19,11
Ptprr,20,15,1,14
Hsdl1,18,9,2,5
Ctnna2,2,20,3,19
Akt2,11,1,15,17
Atxn7,4,15,11,8
Scaf8,8,18,3,3
Tsc1,2,4,6,20
Kif1c,7,10,9,8
Lysmd4,7,16,13,10
Pttg1ip,16,12,16,12
Fsd1,9,14,10,13
Alg1,10,4,18,16
Nlgn2,17,6,13,10
Nav2,17,19,1,15
Cdk8,8,14,17,5
Vps8,17,8,17,8
Smad3,7,8,5,10
Rbm10,14,17,4,7
Ddx10,10,17,20,7
Leprot,20,4,14,10
Msh2,13,6,20,19
Cbl,3,4,11,16
B4galnt4,13,9,19,3
Enox1,8,8,5,11
Dennd1a,11,18,5,4
Dcaf10,1,4,20,5
Satb1,11,11,15,7
Kcnq5,7,10,3,14
Ftsj3,14,9,15,8
Poglut1,2,15,16,1
Pdzd4,14,3,11,6
Arhgef26,19,3,15,7
Atp13a1,12,13,7,18
Letmd1,3,12,14,1
Ubac2,12,19,16,15
Pnpla6,13,1,4,10
Psmf1,15,17,17,15
Nelfb,7,4,7,4
Tubgcp3,12,8,12,8
Usp1,10,16,1,5
Bysl,2,19,10,11
Ubr7,4,13,2,15
Rnf123,9,13,19,3
Chst11,20,8,4,4
