pos,cell,lvf,zvf,dr,negative_control_barcodes,gene_encoding_barcodes,est_FDR
18,3,3,1,1,10061,26180,0.056941263
18,5,3,1,1,1627,4715,0.05112831
18,6,3,1,1,8597,17865,0.071301635
18,12,3,1,1,6574,18927,0.051463996
18,13,3,1,1,17624,39687,0.065797864
18,14,3,1,1,10635,24050,0.06552062
19,5,3,1,1,10201,31822,0.047497512
19,6,3,1,1,4059,16597,0.0362364
19,8,3,1,1,8289,24994,0.049138507
19,9,3,1,1,13542,41049,0.04888052
19,10,3,1,1,4746,13468,0.052213188
20,4,3,1,1,7467,14198,0.077924597
20,5,3,1,1,3867,10531,0.054407672
20,10,3,1,1,6660,17438,0.056589146
20,11,3,1,1,5840,11422,0.075757612
20,12,3,1,1,8020,22354,0.053158744
20,13,3,1,1,8981,20345,0.065406753
20,14,3,1,1,5483,13675,0.059408214
21,1,3,1,1,9526,33496,0.042137932
21,2,3,1,1,7828,28723,0.040380957
21,4,3,1,1,7805,22828,0.050659468
21,5,3,1,1,9736,27064,0.053302081
21,6,3,1,1,6825,18978,0.053285347
21,7,3,1,1,9060,24692,0.054366017
21,10,3,1,1,6109,15710,0.057616852
21,11,3,1,1,3714,17398,0.031629925
21,12,3,1,1,7285,16810,0.064212182
21,13,3,1,1,6963,19586,0.052675205
22,2,3,1,1,10003,29742,0.049832845
22,8,3,1,1,5674,20964,0.040102437
22,9,3,1,1,11612,26267,0.065501635
22,11,3,1,1,7031,25950,0.040145357
23,2,3,1,1,5101,20193,0.037429159
23,3,3,1,1,10675,33771,0.046835973
23,5,3,1,1,4607,21102,0.032348204
23,7,3,1,1,5115,21364,0.035474694
23,8,3,1,1,2124,12349,0.025484629
23,9,3,1,1,6747,24725,0.040432444
23,10,3,1,1,7060,23522,0.044471936
24,2,3,1,1,5918,12099,0.072473806
24,3,3,1,1,10826,26446,0.060654582
24,4,3,1,1,7733,15573,0.073575176
24,6,3,1,1,7454,16626,0.066428921
24,8,3,1,1,11371,24070,0.069996795
24,9,3,1,1,8022,19756,0.06016435
24,10,3,1,1,6804,14369,0.070160608
24,12,3,1,1,8407,16018,0.077765746
24,13,3,1,1,5536,11857,0.069179409
25,3,3,1,1,6926,20436,0.050216007
25,6,3,1,1,8732,29504,0.0438519
25,7,3,1,1,9427,23591,0.05920832
25,8,3,1,1,8981,25641,0.051897367
25,9,3,1,1,6924,23811,0.043085884
26,5,3,1,1,9521,19289,0.073135534
26,6,3,1,1,7156,20934,0.050649329
26,7,3,1,1,7142,23630,0.044782848
26,9,3,1,1,5745,10815,0.078708039
26,10,3,1,1,6891,14058,0.072629708
26,13,3,1,1,3383,6708,0.07472476
26,16,3,1,1,8990,17630,0.075554957
27,2,3,1,1,5210,10201,0.075674674
27,6,3,1,1,5057,19127,0.039174339
27,7,3,1,1,6882,13935,0.073175093
27,8,3,1,1,6306,13157,0.071015423
27,9,3,1,1,6333,13838,0.067809688
28,3,3,1,1,4792,12174,0.058322898
28,8,3,1,1,6832,17439,0.058047279
28,9,3,1,1,8519,18734,0.067377313
28,10,3,1,1,9345,26515,0.052220769
28,11,3,1,1,8072,16007,0.074718268
28,12,3,1,1,6240,21888,0.042240991
28,13,3,1,1,11210,25330,0.065573144
28,14,3,1,1,7192,15415,0.069129232
28,16,3,1,1,6485,14878,0.064583416
29,3,3,1,1,4044,18047,0.033201806
29,4,3,1,1,5753,14665,0.058125659
29,5,3,1,1,5279,13443,0.058185001
29,6,3,1,1,5097,19242,0.039248224
29,7,3,1,1,10692,33534,0.047242098
29,8,3,1,1,8766,35757,0.036324193
30,1,3,1,1,11063,33866,0.048402143
30,2,3,1,1,6818,19130,0.052807744
30,6,3,1,1,7738,18641,0.061505663
30,8,3,1,1,11950,30573,0.05791425
0,1,3.5,1,0,2381,9042,0.039016695
0,2,3.5,1,0,3412,10107,0.050019845
0,3,3.5,1,0,3917,14801,0.039211919
0,4,3.5,1,0,3705,9735,0.056390746
0,5,3.5,1,0,2010,6610,0.045055746
0,6,3.5,1,0,2584,10411,0.036775251
1,1,3.5,1,0,2973,9257,0.047586113
1,2,3.5,1,0,3253,8279,0.058218601
1,3,3.5,1,0,4409,17163,0.038062953
1,4,3.5,1,0,2806,11981,0.034701655
1,5,3.5,1,0,2162,8254,0.038810283
1,6,3.5,1,0,5323,16367,0.048188451
1,7,3.5,1,0,4542,16370,0.041110621
1,8,3.5,1,0,2765,4952,0.082731345
1,9,3.5,1,0,2812,5118,0.081408663
1,10,3.5,1,0,3054,10508,0.043063027
1,11,3.5,1,0,4300,13450,0.047369822
1,12,3.5,1,0,6334,17740,0.052902967
1,14,3.5,1,0,4721,13653,0.051234381
2,1,3.5,1,0,4834,10406,0.068830101
2,3,3.5,1,0,2800,8335,0.049774627
2,4,3.5,1,0,2366,6475,0.054141534
2,5,3.5,1,0,2273,7401,0.045505576
2,6,3.5,1,0,2072,3757,0.081715443
2,7,3.5,1,0,2769,5315,0.077192529
2,8,3.5,1,0,3436,8546,0.059572504
2,9,3.5,1,0,2432,7548,0.047740533
2,10,3.5,1,0,2438,6731,0.053667294
2,11,3.5,1,0,2621,4708,0.082487122
2,12,3.5,1,0,2942,5555,0.078471904
2,13,3.5,1,0,3361,8444,0.058976076
2,23,3.5,1,0,3934,9688,0.060166647
2,28,3.5,1,0,4512,10722,0.062351782
2,29,3.5,1,0,2401,6157,0.05778014
2,31,3.5,1,0,8290,20236,0.060699546
3,1,3.5,1,0,2839,19210,0.021897454
3,2,3.5,1,0,4417,18365,0.035636255
3,3,3.5,1,0,4345,20754,0.031020126
3,5,3.5,1,0,1680,10147,0.024531675
3,8,3.5,1,0,2400,10598,0.033553893
3,9,3.5,1,0,4014,17349,0.034281397
3,11,3.5,1,0,2529,15690,0.023882593
3,13,3.5,1,0,4925,20216,0.036096624
4,3,3.5,1,0,3597,9822,0.054262037
4,5,3.5,1,0,3169,7603,0.061757945
4,6,3.5,1,0,5502,14036,0.05808083
4,8,3.5,1,0,4957,14792,0.049653242
5,2,3.5,1,0,6124,23438,0.038714194
5,7,3.5,1,0,3723,18895,0.029194546
5,11,3.5,1,0,2858,9443,0.044844359
6,1,3.5,1,0,2678,10334,0.038397036
6,6,3.5,1,0,522,2644,0.029252611
6,7,3.5,1,0,5690,17787,0.04739856
6,8,3.5,1,0,4223,12295,0.050891838
6,10,3.5,1,0,5186,14522,0.052912912
7,2,3.5,1,0,6134,17583,0.051689982
7,4,3.5,1,0,3300,14109,0.03465559
7,5,3.5,1,0,731,4873,0.02222678
7,8,3.5,1,0,2994,8824,0.05027382
7,9,3.5,1,0,4619,14959,0.045751042
7,10,3.5,1,0,4814,12850,0.055508379
7,11,3.5,1,0,7282,23580,0.045757518
7,12,3.5,1,0,4643,17552,0.039194728
8,2,3.5,1,0,4790,13784,0.051489163
8,3,3.5,1,0,4824,19198,0.037231188
8,4,3.5,1,0,3674,15469,0.035191072
8,6,3.5,1,0,5303,15790,0.049761686
8,7,3.5,1,0,5601,18836,0.044058781
8,8,3.5,1,0,7591,21356,0.052666525
8,9,3.5,1,0,6184,17421,0.052595911
8,12,3.5,1,0,4069,14528,0.041498982
9,3,3.5,1,0,2984,11891,0.037182281
9,7,3.5,1,0,4961,21214,0.034649921
9,8,3.5,1,0,2938,16254,0.026782254
9,10,3.5,1,0,7397,20893,0.052457839
9,12,3.5,1,0,5127,19023,0.039933732
9,13,3.5,1,0,6093,26111,0.034575085
9,14,3.5,1,0,7684,25144,0.045280225
10,6,3.5,1,0,3983,20461,0.028842907
10,7,3.5,1,0,1716,11281,0.022538514
10,8,3.5,1,0,4761,14984,0.047078867
10,9,3.5,1,0,3606,14632,0.036515531
10,11,3.5,1,0,3372,14487,0.034487736
10,15,3.5,1,0,3965,15677,0.037474498
10,16,3.5,1,0,3761,9765,0.057067214
11,3,3.5,1,0,4830,11956,0.059857257
11,4,3.5,1,0,3921,9784,0.059379424
11,5,3.5,1,0,4597,12636,0.053903935
11,6,3.5,1,0,5546,21717,0.037838649
11,12,3.5,1,0,5124,29345,0.025872035
11,13,3.5,1,0,6762,18517,0.054107831
12,2,3.5,1,0,1542,10528,0.021701716
12,3,3.5,1,0,1498,11366,0.019528089
12,4,3.5,1,0,3094,11900,0.038523783
12,6,3.5,1,0,1551,11802,0.019472054
12,7,3.5,1,0,3348,16672,0.029754546
12,12,3.5,1,0,3133,15415,0.030114278
12,13,3.5,1,0,1913,9715,0.029176134
12,14,3.5,1,0,1469,8528,0.02552291
12,15,3.5,1,0,3155,19038,0.024554643
12,16,3.5,1,0,2726,31978,0.012630779
13,9,3.5,1,0,4340,22387,0.028724297
13,10,3.5,1,0,5398,11139,0.071802946
13,11,3.5,1,0,3974,18151,0.032440153
14,4,3.5,1,0,5297,18008,0.043583297
14,6,3.5,1,0,6644,27410,0.035915025
14,7,3.5,1,0,1434,4207,0.05050475
14,9,3.5,1,0,3481,9523,0.054160894
14,10,3.5,1,0,2709,8491,0.047272193
14,11,3.5,1,0,8501,22035,0.057162675
14,12,3.5,1,0,7780,23787,0.04846135
14,13,3.5,1,0,6002,38603,0.023037244
14,14,3.5,1,0,5188,16235,0.047348177
15,3,3.5,1,0,2241,7776,0.042701309
15,7,3.5,1,0,3640,8062,0.06689816
15,8,3.5,1,0,2566,6804,0.055878911
15,9,3.5,1,0,4165,10257,0.060165875
15,10,3.5,1,0,5216,10695,0.0722624
15,11,3.5,1,0,3936,12033,0.048465953
15,16,3.5,1,0,4666,9664,0.071539088
15,17,3.5,1,0,3438,11267,0.045211942
16,2,3.5,1,0,4322,14133,0.045311244
16,3,3.5,1,0,3347,13501,0.036732066
16,5,3.5,1,0,3156,11205,0.041733107
16,9,3.5,1,0,3893,11897,0.048484456
16,13,3.5,1,0,4219,12724,0.049129399
16,14,3.5,1,0,4154,15935,0.038625135
17,5,3.5,1,0,3948,12376,0.047266389
17,7,3.5,1,0,4631,17052,0.040239729
17,8,3.5,1,0,3226,14449,0.033081269
17,9,3.5,1,0,4074,16940,0.035633887
17,11,3.5,1,0,2998,23905,0.018582257
17,12,3.5,1,0,2742,12862,0.031587447
18,3,3.5,1,0,6071,20355,0.044192107
18,5,3.5,1,0,796,3391,0.034780904
18,6,3.5,1,0,5302,13663,0.057497537
18,12,3.5,1,0,3722,14431,0.038215146
18,13,3.5,1,0,10401,30227,0.050984203
18,14,3.5,1,0,6450,18330,0.052137816
19,5,3.5,1,0,6177,25433,0.035986167
19,6,3.5,1,0,2165,12819,0.02502415
19,8,3.5,1,0,4992,19851,0.037260422
19,9,3.5,1,0,8146,32563,0.037065988
19,10,3.5,1,0,2812,10762,0.03871488
20,4,3.5,1,0,4792,11030,0.064371982
20,5,3.5,1,0,2161,8034,0.039854606
20,10,3.5,1,0,3754,13143,0.042320944
20,11,3.5,1,0,3562,8687,0.060754672
20,12,3.5,1,0,4648,17114,0.040241131
20,13,3.5,1,0,5349,15820,0.050098152
20,14,3.5,1,0,3133,10315,0.045003547
21,1,3.5,1,0,5703,26757,0.031580684
21,2,3.5,1,0,4250,22725,0.027710261
21,4,3.5,1,0,4909,18296,0.039755065
21,5,3.5,1,0,6037,21502,0.041600438
21,6,3.5,1,0,4319,14940,0.042833957
21,7,3.5,1,0,5735,19643,0.04325947
21,10,3.5,1,0,3869,12411,0.046189955
21,11,3.5,1,0,1899,13724,0.02050217
21,12,3.5,1,0,4814,13318,0.053557792
21,13,3.5,1,0,4280,15494,0.04092944
22,2,3.5,1,0,5031,21903,0.034033475
22,8,3.5,1,0,3040,15456,0.029142853
22,9,3.5,1,0,7538,20376,0.054814163
22,11,3.5,1,0,3770,19739,0.028299046
23,2,3.5,1,0,2774,16021,0.025655024
23,3,3.5,1,0,6257,26642,0.034798051
23,5,3.5,1,0,2354,16520,0.0211131
23,7,3.5,1,0,2704,16831,0.023804132
23,8,3.5,1,0,1004,9546,0.015583603
23,9,3.5,1,0,3618,19382,0.027658305
23,10,3.5,1,0,4291,18721,0.033961359
24,2,3.5,1,0,3904,9501,0.060883005
24,3,3.5,1,0,6633,20360,0.048271168
24,4,3.5,1,0,5152,12235,0.062391793
24,6,3.5,1,0,4620,12902,0.053056735
24,8,3.5,1,0,7214,18683,0.057211734
24,9,3.5,1,0,5134,15722,0.04838421
24,10,3.5,1,0,4361,11264,0.057365268
24,12,3.5,1,0,5412,12522,0.064038282
24,13,3.5,1,0,3502,9038,0.057411566
25,3,3.5,1,0,4178,16150,0.038331119
25,6,3.5,1,0,5197,23337,0.032996151
25,7,3.5,1,0,6016,18616,0.047882525
25,8,3.5,1,0,5506,20448,0.039897066
25,9,3.5,1,0,4038,18899,0.031657971
26,5,3.5,1,0,6212,14852,0.061972939
26,6,3.5,1,0,4105,15988,0.038042987
26,7,3.5,1,0,4047,18457,0.032488352
26,9,3.5,1,0,3824,8331,0.068010557
26,10,3.5,1,0,4345,10806,0.059577243
26,13,3.5,1,0,1895,4844,0.057964309
26,16,3.5,1,0,5507,13461,0.060616846
27,2,3.5,1,0,3218,7738,0.061618752
27,6,3.5,1,0,2693,14659,0.027219967
27,7,3.5,1,0,4301,10595,0.060148398
27,8,3.5,1,0,3835,9963,0.057033605
27,9,3.5,1,0,3896,10500,0.054977531
28,3,3.5,1,0,2887,9382,0.045593921
28,8,3.5,1,0,4004,13525,0.043864419
28,9,3.5,1,0,5449,14723,0.054837302
28,10,3.5,1,0,5506,20315,0.040158267
28,11,3.5,1,0,5212,12448,0.062038375
28,12,3.5,1,0,3500,16737,0.030984609
28,13,3.5,1,0,6899,19664,0.05198402
28,14,3.5,1,0,4508,12047,0.05544477
28,16,3.5,1,0,4001,11559,0.051286596
29,3,3.5,1,0,2171,14311,0.022477367
29,4,3.5,1,0,3519,11635,0.044813459
29,5,3.5,1,0,3181,10522,0.044794115
29,6,3.5,1,0,2868,15377,0.027635232
29,7,3.5,1,0,6345,26626,0.035308664
29,8,3.5,1,0,4800,28480,0.024972202
30,1,3.5,1,0,6821,26988,0.037448371
30,2,3.5,1,0,4334,15086,0.04256674
30,6,3.5,1,0,4872,14730,0.049007226
30,8,3.5,1,0,7293,23674,0.045644679
0,1,3.5,1,1,4088,11461,0.052849874
0,2,3.5,1,1,5429,13100,0.061405056
0,3,3.5,1,1,6054,18268,0.049102884
0,4,3.5,1,1,5450,12062,0.066947253
0,5,3.5,1,1,3133,8273,0.056111639
0,6,3.5,1,1,4020,12616,0.047212822
1,1,3.5,1,1,4679,11378,0.060931617
1,2,3.5,1,1,4665,10120,0.068300946
1,3,3.5,1,1,6767,20622,0.048620674
1,4,3.5,1,1,4653,14809,0.046554633
1,5,3.5,1,1,3498,10312,0.050261158
1,6,3.5,1,1,7721,19953,0.057335148
1,7,3.5,1,1,6963,20158,0.051180502
1,8,3.5,1,1,3859,6267,0.091236931
1,9,3.5,1,1,3964,6422,0.091457417
1,10,3.5,1,1,4568,12897,0.052479898
1,11,3.5,1,1,6235,16075,0.057469982
1,12,3.5,1,1,9048,21575,0.062138015
1,14,3.5,1,1,6784,16213,0.061998052
2,1,3.5,1,1,7073,12964,0.080838868
2,3,3.5,1,1,4402,10233,0.063738619
2,4,3.5,1,1,3471,7960,0.064609612
2,5,3.5,1,1,3491,9101,0.05683506
2,6,3.5,1,1,2765,4452,0.092022826
2,7,3.5,1,1,3846,6526,0.087320818
2,8,3.5,1,1,5038,10355,0.072088111
2,9,3.5,1,1,3825,9474,0.059820997
2,10,3.5,1,1,3829,8502,0.066729804
2,11,3.5,1,1,3674,5782,0.094149203
2,12,3.5,1,1,4083,6809,0.088848813
2,13,3.5,1,1,4988,10366,0.071296929
2,23,3.5,1,1,5742,11698,0.072728923
2,28,3.5,1,1,6688,13251,0.074783054
2,29,3.5,1,1,3726,7732,0.071401378
2,31,3.5,1,1,12055,24746,0.072180152
3,1,3.5,1,1,4634,22912,0.029967369
3,2,3.5,1,1,6522,22056,0.043813669
3,3,3.5,1,1,6805,25077,0.040207599
3,5,3.5,1,1,2847,12145,0.034733259
3,8,3.5,1,1,3555,12585,0.041854482
3,9,3.5,1,1,6025,20663,0.043203533
3,11,3.5,1,1,4218,19313,0.032360291
3,13,3.5,1,1,7319,24157,0.044891522
4,3,3.5,1,1,5220,11933,0.064815138
4,5,3.5,1,1,4496,9157,0.072749276
4,6,3.5,1,1,7924,17359,0.0676356
4,8,3.5,1,1,7505,18151,0.061264053
5,2,3.5,1,1,8978,27958,0.047580509
5,7,3.5,1,1,5766,22675,0.037677574
5,11,3.5,1,1,4056,11314,0.053117467
6,1,3.5,1,1,3831,12347,0.045973365
6,6,3.5,1,1,813,3116,0.038658828
6,7,3.5,1,1,8174,21247,0.057002329
6,8,3.5,1,1,6042,14988,0.059730015
6,10,3.5,1,1,7209,17258,0.061892802
7,2,3.5,1,1,8690,21215,0.060692123
7,4,3.5,1,1,4996,17054,0.043406199
7,5,3.5,1,1,1315,5915,0.032940227
7,8,3.5,1,1,4659,10985,0.062841745
7,9,3.5,1,1,6726,18108,0.055035379
7,10,3.5,1,1,6837,15726,0.064417356
7,11,3.5,1,1,10462,28596,0.054208203
7,12,3.5,1,1,6973,21373,0.048340347
8,2,3.5,1,1,6700,16345,0.060735899
8,3,3.5,1,1,7080,23092,0.045428385
8,4,3.5,1,1,5462,18535,0.043663112
8,6,3.5,1,1,7387,18870,0.058003177
8,7,3.5,1,1,7951,22398,0.052597863
8,8,3.5,1,1,10552,25474,0.061375243
8,9,3.5,1,1,8723,20870,0.061929705
8,12,3.5,1,1,5911,17524,0.04997851
9,3,3.5,1,1,4392,14126,0.046067932
9,7,3.5,1,1,7315,25301,0.0428383
9,8,3.5,1,1,4674,19506,0.035503901
9,10,3.5,1,1,10294,24990,0.061034233
9,12,3.5,1,1,7409,22657,0.048452119
9,13,3.5,1,1,9073,31208,0.043076515
9,14,3.5,1,1,11144,30254,0.054577531
10,6,3.5,1,1,6072,24586,0.036593123
10,7,3.5,1,1,2889,13795,0.031029975
10,8,3.5,1,1,6691,17963,0.055190934
10,9,3.5,1,1,5470,17591,0.046073625
10,11,3.5,1,1,4971,17307,0.042557642
10,15,3.5,1,1,6009,19117,0.046573411
10,16,3.5,1,1,5143,11631,0.065517159
11,3,3.5,1,1,6626,14263,0.068832911
11,4,3.5,1,1,5405,11684,0.068542468
11,5,3.5,1,1,6577,15453,0.063062419
11,6,3.5,1,1,8527,26327,0.04798997
11,12,3.5,1,1,8166,35598,0.033989076
11,13,3.5,1,1,9296,22120,0.062268238
12,2,3.5,1,1,2587,12904,0.02970487
12,3,3.5,1,1,2646,13756,0.028500551
12,4,3.5,1,1,4683,14378,0.048259327
12,6,3.5,1,1,2702,14372,0.027856319
12,7,3.5,1,1,5200,19841,0.038832502
12,12,3.5,1,1,4965,18660,0.039424228
12,13,3.5,1,1,3005,11685,0.038104068
12,14,3.5,1,1,2337,10450,0.033135842
12,15,3.5,1,1,5107,23132,0.032712088
12,16,3.5,1,1,5301,39399,0.019935549
13,9,3.5,1,1,6807,27128,0.037178645
13,10,3.5,1,1,8082,14136,0.084712577
13,11,3.5,1,1,6722,22558,0.044152317
14,4,3.5,1,1,7662,21468,0.05288179
14,6,3.5,1,1,10254,33171,0.045802621
14,7,3.5,1,1,2144,5256,0.060440077
14,9,3.5,1,1,5017,11475,0.064780902
14,10,3.5,1,1,3982,10264,0.057483102
14,11,3.5,1,1,11640,26382,0.065373366
14,12,3.5,1,1,10987,28551,0.057018185
14,13,3.5,1,1,10022,46696,0.031800233
14,14,3.5,1,1,7382,19540,0.055976413
15,3,3.5,1,1,3408,9511,0.053091988
15,7,3.5,1,1,4853,9630,0.074668872
15,8,3.5,1,1,3689,8234,0.066382465
15,9,3.5,1,1,5796,12441,0.069028537
15,10,3.5,1,1,7195,12938,0.082398487
15,11,3.5,1,1,5789,14522,0.059065339
15,16,3.5,1,1,6129,11525,0.078796018
15,17,3.5,1,1,5140,13604,0.055982473
16,2,3.5,1,1,6080,16702,0.053937484
16,3,3.5,1,1,4963,16160,0.045504936
16,5,3.5,1,1,4594,13414,0.050744418
16,9,3.5,1,1,5538,14381,0.057058382
16,13,3.5,1,1,5856,15191,0.057117645
16,14,3.5,1,1,6119,19414,0.046700444
17,5,3.5,1,1,5667,15033,0.055855139
17,7,3.5,1,1,6668,20478,0.048246258
17,8,3.5,1,1,4884,17181,0.042119461
17,9,3.5,1,1,6157,20219,0.045119582
17,11,3.5,1,1,5037,28664,0.026036988
17,12,3.5,1,1,4182,15400,0.040236379
18,3,3.5,1,1,8875,24392,0.053910894
18,5,3.5,1,1,1404,4370,0.04760376
18,6,3.5,1,1,7613,16526,0.068256445
18,12,3.5,1,1,5746,17733,0.048010806
18,13,3.5,1,1,15513,36847,0.062380556
18,14,3.5,1,1,9441,22243,0.062889801
19,5,3.5,1,1,8926,30230,0.043749624
19,6,3.5,1,1,3489,15871,0.032572588
19,8,3.5,1,1,7251,23831,0.045082836
19,9,3.5,1,1,11900,39028,0.045177922
19,10,3.5,1,1,4133,12765,0.047973364
20,4,3.5,1,1,6696,13092,0.07578182
20,5,3.5,1,1,3394,9789,0.05137231
20,10,3.5,1,1,5874,16167,0.053834426
20,11,3.5,1,1,5154,10558,0.072329979
20,12,3.5,1,1,7151,20720,0.05113669
20,13,3.5,1,1,7947,18822,0.062559465
20,14,3.5,1,1,4913,12585,0.057842776
21,1,3.5,1,1,8288,31856,0.038549086
21,2,3.5,1,1,6769,27397,0.036608092
21,4,3.5,1,1,6863,21633,0.04700595
21,5,3.5,1,1,8589,25631,0.04965153
21,6,3.5,1,1,6032,18009,0.049628062
21,7,3.5,1,1,7948,23398,0.050330901
21,10,3.5,1,1,5416,14816,0.05416307
21,11,3.5,1,1,3207,16623,0.028585457
21,12,3.5,1,1,6520,15824,0.061050174
21,13,3.5,1,1,6175,18575,0.04925652
22,2,3.5,1,1,8742,27727,0.046715769
22,8,3.5,1,1,4974,19602,0.037597674
22,9,3.5,1,1,10426,24576,0.062858224
22,11,3.5,1,1,6209,24378,0.037738025
23,2,3.5,1,1,4482,19078,0.034809244
23,3,3.5,1,1,9334,32077,0.043115124
23,5,3.5,1,1,3975,20148,0.029232151
23,7,3.5,1,1,4404,20417,0.031960309
23,8,3.5,1,1,1816,11812,0.0227797
23,9,3.5,1,1,5850,23524,0.036846843
23,10,3.5,1,1,6219,22323,0.041278469
24,2,3.5,1,1,5259,11332,0.068762584
24,3,3.5,1,1,9608,24709,0.057614714
24,4,3.5,1,1,6902,14564,0.070218229
24,6,3.5,1,1,6540,15561,0.062272433
24,8,3.5,1,1,10037,22449,0.066246435
24,9,3.5,1,1,7117,18591,0.056721773
24,10,3.5,1,1,6089,13389,0.067383477
24,12,3.5,1,1,7441,14846,0.074263845
24,13,3.5,1,1,4963,11005,0.066820514
25,3,3.5,1,1,6045,19365,0.046252412
25,6,3.5,1,1,7622,28006,0.040324914
25,7,3.5,1,1,8328,22256,0.055443315
25,8,3.5,1,1,7917,24296,0.048281578
25,9,3.5,1,1,6046,22570,0.039691012
26,5,3.5,1,1,8484,17908,0.070195482
26,6,3.5,1,1,6276,19684,0.047241662
26,7,3.5,1,1,6289,22336,0.041718797
26,9,3.5,1,1,5139,10047,0.075787538
26,10,3.5,1,1,6111,13065,0.069304025
26,13,3.5,1,1,2977,6202,0.071121787
26,16,3.5,1,1,7937,16401,0.071703712
27,2,3.5,1,1,4575,9480,0.071505319
27,6,3.5,1,1,4387,18052,0.036007908
27,7,3.5,1,1,6137,12896,0.070510969
27,8,3.5,1,1,5545,12194,0.067376888
27,9,3.5,1,1,5613,12854,0.064701199
28,3,3.5,1,1,4259,11358,0.055559888
28,8,3.5,1,1,5984,16317,0.054338401
28,9,3.5,1,1,7610,17486,0.064483673
28,10,3.5,1,1,8265,24769,0.04944131
28,11,3.5,1,1,7164,14903,0.071225821
28,12,3.5,1,1,5554,20610,0.039928544
28,13,3.5,1,1,9802,23546,0.061681247
28,14,3.5,1,1,6350,14387,0.065397187
28,16,3.5,1,1,5738,13888,0.061217617
29,3,3.5,1,1,3557,17211,0.030621985
29,4,3.5,1,1,5060,13835,0.054190972
29,5,3.5,1,1,4606,12705,0.053716147
29,6,3.5,1,1,4473,18350,0.036117561
29,7,3.5,1,1,9350,31845,0.043503675
29,8,3.5,1,1,7642,34174,0.033133461
30,1,3.5,1,1,9772,32141,0.04504843
30,2,3.5,1,1,6038,18048,0.049570079
30,6,3.5,1,1,6816,17545,0.057561459
30,8,3.5,1,1,10526,28689,0.054363016
0,1,4,1,0,1999,8468,0.034977401
0,2,4,1,0,2886,9441,0.045293295
0,3,4,1,0,3290,14001,0.034817087
0,4,4,1,0,3122,9051,0.051108357
0,5,4,1,0,1694,6214,0.040392222
0,6,4,1,0,2138,9869,0.032098899
1,1,4,1,0,2439,8619,0.041928614
1,2,4,1,0,2738,7717,0.052570309
1,3,4,1,0,3747,16091,0.034502951
1,4,4,1,0,2322,11267,0.030535814
1,5,4,1,0,1814,7729,0.034775194
1,6,4,1,0,4457,15268,0.043252983
1,7,4,1,0,3770,15338,0.036419016
1,8,4,1,0,2369,4521,0.077640109
1,9,4,1,0,2383,4684,0.075381147
1,10,4,1,0,2599,9884,0.038960913
1,11,4,1,0,3613,12510,0.04279236
1,12,4,1,0,5385,16507,0.048336271
1,14,4,1,0,3969,12742,0.046152909
2,1,4,1,0,4082,9556,0.063292528
2,3,4,1,0,2358,7719,0.04526248
2,4,4,1,0,1972,5989,0.048787457
2,5,4,1,0,1909,6880,0.041112423
2,6,4,1,0,1772,3423,0.076703009
2,7,4,1,0,2352,4888,0.071295432
2,8,4,1,0,2915,7872,0.054866728
2,9,4,1,0,2041,7022,0.04306632
2,10,4,1,0,2014,6210,0.048053326
2,11,4,1,0,2229,4301,0.076788505
2,12,4,1,0,2499,5052,0.073292325
2,13,4,1,0,2791,7803,0.052997309
2,23,4,1,0,3339,8959,0.055222043
2,28,4,1,0,3815,9917,0.056999338
2,29,4,1,0,2004,5683,0.052248719
2,31,4,1,0,6914,18641,0.054956081
3,1,4,1,0,2370,18434,0.019049534
3,2,4,1,0,3692,17510,0.031241446
3,3,4,1,0,3592,19804,0.026874414
3,5,4,1,0,1371,9672,0.021002779
3,8,4,1,0,1993,10130,0.029150999
3,9,4,1,0,3385,16541,0.030321627
3,11,4,1,0,2077,15076,0.020412959
3,13,4,1,0,4190,19215,0.032309424
4,3,4,1,0,3099,9176,0.050040744
4,5,4,1,0,2681,7093,0.056004437
4,6,4,1,0,4678,13014,0.053260471
4,8,4,1,0,4195,13777,0.045116239
5,2,4,1,0,5115,22238,0.034080464
5,7,4,1,0,3112,18016,0.02559392
5,11,4,1,0,2382,8935,0.039500518
6,1,4,1,0,2282,9813,0.034456362
6,6,4,1,0,436,2528,0.02555436
6,7,4,1,0,4869,16726,0.043132365
6,8,4,1,0,3568,11532,0.045843292
6,10,4,1,0,4406,13634,0.047882497
7,2,4,1,0,5218,16449,0.047002414
7,4,4,1,0,2841,13396,0.031423292
7,5,4,1,0,602,4607,0.019361271
7,8,4,1,0,2549,8225,0.045918693
7,9,4,1,0,3800,14091,0.039957413
7,10,4,1,0,4069,12029,0.05012031
7,11,4,1,0,6146,22270,0.040891018
7,12,4,1,0,3930,16591,0.035097451
8,2,4,1,0,4110,12925,0.047115831
8,3,4,1,0,4081,18194,0.03323487
8,4,4,1,0,3111,14635,0.031496542
8,6,4,1,0,4511,14863,0.044969901
8,7,4,1,0,4733,17762,0.039482098
8,8,4,1,0,6454,19991,0.047835468
8,9,4,1,0,5253,16296,0.047761941
8,12,4,1,0,3456,13761,0.037211684
9,3,4,1,0,2535,11260,0.033357628
9,7,4,1,0,4232,20216,0.031017445
9,8,4,1,0,2467,15551,0.023505333
9,10,4,1,0,6323,19668,0.047634166
9,12,4,1,0,4368,18028,0.035899687
9,13,4,1,0,5113,24806,0.030540394
