hyb,rmse
61,32.14052625373849
62,31.115551060044325
63,33.41793137875737
64,30.537510361951487
65,30.77473152641692
66,32.21078844052082
67,35.81826297363481
68,35.37913253852425
69,38.25138644981525
70,30.449763455876894
71,29.784446549866846
72,31.995792218691896
73,29.91271167557159
74,33.609374640019944
75,33.15892269434499
76,26.35185951381341
77,30.814008687619797
78,33.313107271913594
79,34.876148157473175
80,29.6998582988728
0,15.572828470522222
1,17.859596291323747
2,21.36835325247845
3,18.447542950761893
4,16.928423554342405
5,20.58919398864219
6,23.889537494235615
7,22.129685026146582
8,20.229992078444464
9,25.55833001677449
10,20.25820749677319
11,23.12813908288808
12,22.67863042435487
13,20.05556986021979
14,23.628108519290404
15,22.455575777656737
16,22.419273787207555
17,22.10766085859113
18,22.380856092276282
19,22.305489653486962
20,22.60025120098271
21,22.958095109362812
22,26.673421618316766
23,23.606265804857216
24,22.87666933137257
25,25.45139809384664
26,25.07441153476568
27,23.576033394875672
28,25.64722315480222
29,25.042899959802504
30,24.801746355159043
31,22.922930247747903
32,24.912296758938304
33,26.686419928240568
34,24.05590270134211
35,25.22621680972218
36,25.461846237183266
37,23.521791387673357
38,26.909849582862748
39,29.286769832514175
40,25.842884294615608
41,22.835584319084933
42,26.154369057925333
43,25.18565926169841
44,27.56891794345139
45,24.61451518089798
46,32.830991833262
47,30.22308374587564
48,26.850077626180497
49,24.96958332163293
50,26.19634004160511
51,24.21268466090624
52,21.53535594884341
53,24.22010451257373
54,21.01769123006417
55,23.252366650957605
56,22.341152938984706
57,21.76313967836137
58,27.976208912965795
59,25.382378140985082
60,24.236983405672735
61,26.919980636101393
62,24.7361859912667
63,28.728940985766176
64,31.50029178817263
65,27.51195511997948
66,31.813271947552963
67,27.783843171866078
68,20.549298157193757
69,25.447152382018842
70,24.57401426985769
71,24.46739509970379
72,24.14617774076268
73,24.853607135408136
74,23.312605122429357
75,26.127597762886204
76,24.857819676115636
77,27.18177207670273
78,23.927220421832683
79,21.451710754580837
80,21.787925573006397
0,13.935802992827758
1,14.78515921948939
2,21.326913218900067
3,16.149953963497353
4,16.443122090567257
5,16.595123076369422
6,18.323372740805794
7,15.104058544045236
8,16.40022475644909
9,18.34402774678323
10,17.994680604744502
11,18.01405696494515
12,16.851699137837056
13,16.770356913935252
14,17.155066796308585
15,17.688571566577746
16,18.075989633912535
17,18.118879368572774
18,17.944980333737757
19,17.6896717006627
20,17.80043065239027
21,19.8439666832844
22,17.743016436037365
23,19.404215868995074
24,19.291681962413858
25,17.627719999930658
26,19.70198330055173
27,17.89093046661277
28,17.853833986605437
29,19.32400787307861
30,18.86728308894025
31,19.58710438912052
32,19.400169390458917
33,18.81374007618621
34,21.063276488151505
35,21.168458481917273
36,20.17077831751808
37,19.69795454055714
38,19.056888452690327
39,19.101165913669604
40,22.42414949908222
41,20.143374858860994
42,19.781152191768147
43,19.193318940236292
44,20.13499645822497
45,18.66021958748693
46,23.47651020950712
47,20.04245969925505
48,20.52561025318271
49,22.397758543710246
50,22.90999376587039
51,18.876740994850472
52,20.08917530332078
53,20.248273131231578
54,20.537306661680745
55,20.671697964968452
56,20.461891113538528
57,20.944847900164056
58,21.94260912050091
59,24.80118448783394
60,23.798737385053233
61,25.447541283601975
62,24.0888728419187
63,21.020747959250663
64,21.93355930337386
65,23.16210660853846
66,20.09632963768312
67,21.725436696574587
68,23.169946698177345
69,19.52276254814485
70,21.235338935200435
71,20.933602262545495
72,23.04097325184257
73,20.73324918007804
74,21.429828209061316
75,20.922656904688886
76,19.830861145856225
77,19.142992318630835
78,25.68048922881007
79,18.521611460064065
80,22.730178965718405
0,11.143739413043193
1,21.110236109966102
2,19.365290441124902
3,12.08434165878224
4,20.380496646774887
5,20.09176960946509
6,16.27230868079966
7,14.592617743954333
8,14.044553759648752
9,17.84911838368219
10,16.98992776466464
11,15.36108400083236
12,15.14749587382447
13,17.800072241284916
14,17.9253029230243
15,14.106281619726522
16,15.54616279719099
17,18.330451120773883
18,19.48991272058814
19,15.333423474092049
20,15.767995437444306
21,17.947170092728157
22,15.893795243818534
23,15.798173437700209
24,16.629064514305238
25,14.951041702697765
26,18.233974121205716
27,18.650226746517433
28,20.708329446144624
29,18.786739253182933
30,16.259306693497123
31,22.50436932169938
32,17.036458411149855
33,15.779051788795927
34,19.714725579550848
35,19.44751898160265
36,19.283535699411466
37,17.726488268499768
38,19.22687449378411
39,16.134523752618467
40,20.997062608449795
41,20.024232121150533
42,19.52137987145155
43,19.196562522522132
44,18.699525621558198
45,19.70312557266369
46,26.00823153218503
47,19.391768437340957
48,19.520862909739503
49,17.98312821763685
50,17.098192296896528
51,18.474545358958057
52,21.560663879746993
53,19.92802318558135
54,24.05066893461683
55,18.483859826193424
56,19.38422236108559
57,17.222297380054616
58,18.379250248170028
59,23.349078658573713
60,19.38972998782138
61,28.09056187740464
62,22.83590188064428
63,19.214132514712556
64,24.76668311237994
65,21.4929794533418
66,21.6730019573607
67,20.108114851501536
68,18.307678202294568
69,21.02331383530595
70,18.052251535707697
71,19.827358859450438
72,20.305564436503083
73,20.44433499911885
74,20.559790234218074
75,21.710635780454986
76,19.835282363428558
77,20.796055017305918
78,19.883184526778525
79,21.36115918507262
80,17.298353040505507
0,11.109918518698716
1,13.967736459715232
2,16.384810240906535
3,15.3580498966231
4,12.604429119778388
5,17.151190032439434
6,14.688890687411275
7,15.166993400769313
8,14.035362526411046
9,19.626946529353745
10,20.073335629780356
11,18.588440217462814
12,19.77423457510303
13,16.42615570690678
14,19.15106062342275
15,22.078372929297384
16,19.100073195968278
17,23.289323946157555
18,19.93579599175866
19,17.46624339287309
20,26.25755957231844
21,25.49882230904935
22,26.139643843745315
23,23.345851150789724
24,20.070209241262063
25,21.225167816530497
26,25.751936276360684
27,29.058759303341674
28,21.607529202499794
29,26.21725177293933
30,24.991850878752366
31,22.57872383953053
32,20.452846557031776
33,23.65914920610271
34,20.974036388717764
35,24.371386882961083
36,25.611096298785096
37,24.158875982769437
38,26.4476913537336
39,24.273278812000502
40,30.10198119303141
41,24.17732972059895
42,26.066803517294066
43,20.183633832776188
44,23.26864596904882
45,22.360120904718578
46,40.052495965911284
47,21.628411467651684
48,23.163780735197456
49,23.54775141440392
50,23.72739329897716
51,20.04036232017325
52,19.136556786456133
53,17.607093903278617
54,17.638003906093854
55,18.437395367375025
56,22.952768165685363
57,18.623413496487558
58,22.3343347101804
59,24.062141510961734
60,25.978398431710964
61,26.384742432954702
62,29.688109585570707
63,25.468471718585
64,32.08511994010644
65,24.63678959265615
66,26.307655651515265
67,30.600846635459003
68,26.318279872084133
69,27.3163610226109
70,19.13088447659377
71,20.959398889607126
72,19.844102156889022
73,24.46413509098431
74,20.077733928696563
75,24.527089900655874
76,20.238142571960886
77,23.594375429436486
78,20.354104775101707
79,18.50976451651647
80,17.113807898700625
0,11.204975193737605
1,11.358025591670502
2,20.616037281216435
3,12.798412517935082
4,14.104336140515835
5,14.47175065571607
6,18.081585040356387
7,16.194628930386695
8,15.476645061932723
9,20.188230600443127
10,16.389874990702186
11,16.319942500013738
12,18.361533998027163
13,18.633311375919554
14,19.97074913498742
15,16.734199972603623
16,17.488002543180666
17,19.343872094868818
18,19.63872961439634
19,19.845999680930994
20,18.923969645063963
21,21.27018558768575
22,21.346324457427336
23,18.965502808489333
24,20.071857546273193
25,19.961000753877453
26,21.87788287969336
27,21.677136312035014
28,19.655578382967995
29,19.587553364430242
30,21.54974217635934
31,19.960344212784882
32,22.245943742784622
33,22.981725141047495
34,23.489300368112787
35,24.96473725489863
36,21.179954604855702
37,22.132987260314277
38,21.01805901805017
39,23.547121998221776
40,22.28640114899976
41,23.219091015133515
42,23.896873513780445
43,22.0924624189542
44,22.489233427673195
45,23.704901742956505
46,26.76926936007577
47,22.035800363444043
48,26.167441430008655
49,25.130969397215715
50,21.807150745400918
51,24.975607540068854
52,22.925527342873274
53,22.36191646675163
54,23.321705968343476
55,24.90083086739086
56,24.568074357876135
57,27.86044123479897
58,21.694410010920944
59,22.66696912385706
60,25.13923061565089
61,30.00676874197058
62,24.37347063817866
63,23.921102482905372
64,23.91427820467621
65,25.097105098242363
66,22.919695144472488
67,21.68277137955594
68,26.27038058348791
69,24.511377354708742
70,24.289696056483333
71,24.266031593661026
72,26.023315433414616
73,22.89501310715777
74,24.641079538617742
75,23.763886213128302
76,22.7984942068055
77,23.406350155029592
78,24.159168465028536
79,24.842408445804427
80,22.203875003599055
0,13.49949175837379
1,15.686385719075947
2,27.71637501803994
3,17.03280932764783
4,18.851033167348884
5,18.58917095077461
6,20.55488569926017
7,21.587035920853616
8,18.303542104544388
9,25.15774186950216
10,25.286420053066728
11,22.56698937316369
12,21.33370632035052
13,20.840115975911306
14,22.424446044992635
15,22.572192246253316
16,23.63082408096129
17,25.2347971917295
18,26.15580155725473
19,23.240353638804283
20,22.903593530787948
21,25.128889199485652
22,21.87600724763834
23,24.678666979243502
24,24.88026446027236
25,24.61911422157393
26,25.541483883247345
27,24.097677819295118
28,26.45875317047131
29,24.357389682322637
30,25.043241119457083
31,26.854567524527255
32,25.645421839738887
33,25.650576778525224
34,29.443302672886723
35,28.188624616073433
36,28.557709453638754
37,29.80900361765167
38,27.286552634870578
39,27.658627490432696
40,30.262652822739224
41,27.642230902839124
42,28.662393491069416
43,28.103807483713712
44,25.28631815900815
45,27.50595458248249
46,33.29057035894638
47,29.294534886583993
48,26.40213780319467
49,31.936948139396346
50,27.535117192293676
51,26.01260728494987
52,29.594260598302164
53,28.61019233272591
54,26.18207527288301
55,26.38949387315788
56,29.010439035911176
57,30.312308687071244
58,27.91970345680737
59,29.796615244450212
60,30.89006048815416
61,26.166463933815695
62,28.922877245854167
63,31.9805377037502
64,30.657163188443814
65,25.999524265741297
66,26.366043810912544
67,25.47070759949948
68,29.8120706241914
69,27.646162026919722
70,25.295696021095775
71,24.240843811586554
72,27.439036718825022
73,25.72115904319457
74,29.318764770056376
75,28.30851130181809
76,26.099087872536618
77,30.52318293618237
78,27.12512096666373
79,26.044388593612506
80,26.00042455413835
0,16.300463814028046
1,21.974493786008832
2,17.92661460807953
3,23.13775245842557
4,26.059002810467202
5,26.82910719205375
6,20.630918119565457
7,23.518515128754615
8,25.896024317939798
9,16.584745442377134
10,26.97287272820079
11,22.72706108575933
12,23.51778350502168
13,24.017961900691887
14,25.548478825608107
15,24.214186267086895
16,28.202571502735875
17,24.529692124937093
18,28.48232432409661
19,28.3938057024927
