,rmse
"(2, 2)",63.10149938825124
"(3, 1)",92.50491496241338
"(3, 2)",86.6067537138234
"(4, 1)",93.5809952856468
"(4, 2)",76.5956829509161
"(5, 1)",90.10974545472958
"(5, 2)",66.05342723782671
"(6, 1)",89.08808917926308
"(6, 2)",73.12207919212842
"(7, 1)",46.88118611769781
"(7, 2)",35.56412060830848
"(8, 1)",86.66904213568478
"(8, 2)",49.63617693835146
"(9, 1)",53.40886155107034
"(9, 2)",61.44030113816076
"(10, 1)",87.41222727744626
"(10, 2)",50.971695271579975
"(11, 1)",56.608189153181044
"(11, 2)",48.965376772040706
"(12, 1)",50.93182783199825
"(12, 2)",46.418558191264886
"(13, 1)",51.290869405496494
"(13, 2)",56.5746991650332
"(14, 1)",88.06330184463204
"(14, 2)",55.471533629609816
"(15, 1)",51.289545485912235
"(15, 2)",45.62144321829071
"(16, 1)",85.84838767747969
"(16, 2)",50.875892767724665
"(17, 1)",84.28494194479077
"(17, 2)",45.38511529998609
"(18, 1)",47.7849322490289
"(18, 2)",30.631611232145723
"(19, 1)",45.189171932474885
"(19, 2)",37.19589738440903
"(20, 1)",85.08263489917694
"(20, 2)",47.58190297174788
"(21, 1)",86.61965366723946
"(21, 2)",37.2283391517132
"(22, 1)",44.46249223217926
"(22, 2)",39.208123196140725
"(23, 1)",88.7541418269604
"(23, 2)",42.06714553535
"(24, 1)",84.31378325412005
"(24, 2)",49.75755098801493
"(25, 1)",90.54801073440137
"(25, 2)",45.24282566641005
"(26, 1)",84.95934194104392
"(26, 2)",51.29343872905759
"(27, 1)",90.03664802104333
"(27, 2)",50.45643409559353
"(28, 1)",84.23484411574464
"(28, 2)",51.239134453662224
"(29, 1)",40.10863779871999
"(29, 2)",42.399378384945045
"(30, 1)",85.29807161355401
"(30, 2)",50.63419694072848
"(31, 1)",82.18683813153925
"(31, 2)",48.63036836493544
"(32, 1)",85.0897054729143
"(32, 2)",51.80916331464715
"(33, 1)",52.31112674458511
"(34, 1)",52.3236517026056
0,112.72608863267573
1,57.828244875721026
2,77.53695630721754
3,72.11653728885172
4,59.13154849899842
5,67.04122838592305
6,44.356645041992664
7,43.04892235746546
8,51.708326362693626
9,44.80911309224745
10,43.957105157052936
11,36.87544379204274
12,33.14661418084316
13,27.126560314457087
14,23.30495577197456
15,36.09113240245523
16,29.201489935642297
17,25.123723288607227
18,32.200123860751404
19,41.20647706014196
20,28.309688701917715
21,32.33188362918125
22,26.890623635604705
23,35.37141816713491
24,24.554738062254945
25,29.146655457448706
26,32.06495601950608
27,27.569926090817013
28,29.690812993936145
29,30.833719997002724
30,29.842192131255107
31,29.76301895059527
32,32.21871565888303
33,34.216735867365294
"(1, 1)",36.2462802496163
"(1, 2)",158.90089077866213
"(2, 1)",29.757981087016415
"(2, 2)",96.55916963990892
"(3, 1)",91.51126147623971
"(3, 2)",93.66860352099621
"(4, 1)",92.21603143879966
"(4, 2)",96.97870944640847
"(5, 1)",91.79227085449492
"(5, 2)",92.57992088037058
"(6, 1)",92.32340940486034
"(6, 2)",97.51936517675267
"(7, 1)",91.74170803736712
"(7, 2)",92.53350347586651
"(8, 1)",91.00599340032899
"(8, 2)",92.02823157257012
"(9, 1)",90.35006283927518
"(9, 2)",91.75713600565827
"(10, 1)",89.46316318862159
"(10, 2)",90.72795992358279
"(11, 1)",90.93721615868907
"(11, 2)",90.15854388799191
"(12, 1)",89.44326705911446
"(12, 2)",90.41728686812911
"(13, 1)",89.22232672588883
"(13, 2)",95.91601853314492
"(14, 1)",89.44058290589369
"(14, 2)",95.26828351534697
"(15, 1)",89.28557494054606
"(15, 2)",92.12145368666955
"(16, 1)",91.60338732923243
"(16, 2)",94.30810644082908
"(17, 1)",88.96684878650056
"(17, 2)",92.54797624665225
"(18, 1)",90.36128605352725
"(18, 2)",92.54987712985483
"(19, 1)",90.42016548978319
"(19, 2)",89.93540395936117
"(20, 1)",89.69297438236207
"(20, 2)",90.17514449201954
"(21, 1)",90.69642130048315
"(21, 2)",89.99405500158059
"(22, 1)",89.57072024921821
"(22, 2)",89.8313217315166
"(23, 1)",89.62460548549612
"(23, 2)",90.32885360333246
"(24, 1)",88.75627337191155
"(24, 2)",95.73214961339188
"(25, 1)",89.1189249913253
"(25, 2)",90.22744742710421
"(26, 1)",90.9858733455695
"(26, 2)",95.59686874436913
"(27, 1)",93.01546205331731
"(27, 2)",95.13211674238062
"(28, 1)",90.84872938597458
"(28, 2)",95.25060139243888
"(29, 1)",90.12747625420185
"(29, 2)",92.25439750880945
"(30, 1)",88.90759119800634
"(30, 2)",90.28102592225163
"(31, 1)",89.15475502692664
"(31, 2)",92.31992647039067
"(32, 1)",91.01818638773956
"(32, 2)",92.12760677338662
"(33, 1)",89.06110158367636
"(34, 1)",88.37942663665197
0,130.1634591467209
1,39.694901114855405
2,36.745306306716394
3,37.429056533914704
4,33.57745639918706
5,41.495060544443746
6,42.12578072281989
7,42.37499570967929
8,36.70387286652657
9,30.688140655941865
10,41.10934250853532
11,36.834441647066896
12,31.915482762059224
13,27.85717268368663
14,27.018934964540154
15,24.243532449644224
16,35.29195269164817
17,28.0974203526795
18,38.02256536847933
19,38.62333346224404
20,36.38171540284585
21,36.10869794530491
22,30.632303805873608
23,29.38290149088727
24,24.99491495566182
25,29.125303392723648
26,27.44983853871634
27,27.062149366260485
28,36.86415572895669
29,23.40715587413327
30,29.120834056151274
31,22.18984716745781
32,23.52297270412321
33,27.68533334115198
"(1, 0)",48.7019953145967
"(1, 2)",54.66139727633353
"(2, 0)",38.54099733790349
"(2, 2)",58.53525245216272
"(3, 0)",38.52246790675197
"(3, 2)",32.4307441919628
"(4, 0)",45.85286226521741
"(4, 2)",45.87434040432887
"(5, 0)",43.34605397346223
"(5, 2)",23.69683813809165
"(6, 0)",32.319401530132886
"(6, 2)",23.333255446768543
"(7, 0)",34.62709795290347
"(7, 2)",19.696738881835962
"(8, 0)",39.194304056244555
"(8, 2)",22.254990094197368
"(9, 0)",38.07170161838219
"(9, 2)",21.4680849395074
"(10, 0)",38.57477035192721
"(10, 2)",26.229881289229773
"(11, 0)",41.27248687944766
"(11, 2)",22.602377071122056
"(12, 0)",30.98162830869874
"(12, 2)",22.370444252221027
"(13, 0)",28.883445552388153
"(13, 2)",21.599430450874305
"(14, 0)",27.82984079190559
"(14, 2)",38.32124373661627
"(15, 0)",41.00264814546875
"(15, 2)",18.57967094910793
"(16, 0)",29.682582230498213
"(16, 2)",17.74165466592454
"(17, 0)",27.97901814908261
"(17, 2)",18.132475627868693
"(18, 0)",34.02398012452071
"(18, 2)",23.81074590445076
"(19, 0)",42.28556986321798
"(19, 2)",26.23326168259717
"(20, 0)",36.21605121715491
"(20, 2)",22.598916986172085
"(21, 0)",30.44616591777924
"(21, 2)",21.314020359472714
"(22, 0)",30.070306932734173
"(22, 2)",18.364942366136432
"(23, 0)",34.78961564557839
"(23, 2)",20.5910848114264
"(24, 0)",28.704721934541972
"(24, 2)",20.469295566668823
"(25, 0)",28.055930461043086
"(25, 2)",22.021084843454698
"(26, 0)",24.025570472657314
"(26, 2)",19.448655619233154
"(27, 0)",24.774486699483752
"(27, 2)",17.340203448166232
"(28, 0)",34.89777447471451
"(28, 2)",41.156837747045806
"(29, 0)",26.638522606695
"(29, 2)",22.876879087534753
"(30, 0)",33.814017993032614
"(30, 2)",37.274300802646884
"(31, 0)",28.84025251457898
"(31, 2)",16.04171689093691
"(32, 0)",22.38911477828189
"(32, 2)",18.126728709296078
"(33, 0)",30.561203546986093
"(34, 0)",22.01795672953737
0,48.39612348630998
1,48.171493686366304
2,43.69967562376568
3,44.28819615212141
4,32.05553642528227
5,30.101568350761774
6,35.70051042065387
7,31.560578132304567
8,37.289925534846475
9,46.59779316250271
10,25.13535098122607
11,33.24356236228059
12,24.45726414059058
13,34.435894818465336
14,34.182082670193864
15,20.994020235197766
16,24.966194143527463
17,33.655754623538805
18,43.65627113929246
19,35.372497224677666
20,26.62386608345788
21,36.266002169413504
22,33.321059808842826
23,34.41658264590363
24,30.032711497685014
25,34.21535476810186
26,27.604288018459606
27,45.23212666427387
28,29.60501266010478
29,41.410071020739245
30,29.21335243107124
31,31.533733171910246
32,38.49030925782046
33,36.326781533635895
"(1, 1)",41.53800453441877
"(1, 2)",38.989361523536516
"(2, 1)",35.34979103987169
"(2, 2)",37.35062371206179
"(3, 1)",32.09866733145884
"(3, 2)",37.66046883400715
"(4, 1)",37.921802254571695
"(4, 2)",36.7889536351987
"(5, 1)",45.92693544831763
"(5, 2)",34.21337534398663
"(6, 1)",33.40133820589798
"(6, 2)",35.31249374193871
"(7, 1)",45.39819818273388
"(7, 2)",33.2785600569589
"(8, 1)",36.373565733485535
"(8, 2)",29.924179139827412
"(9, 1)",38.32852920088283
"(9, 2)",40.10197356217611
"(10, 1)",35.2646911895213
"(10, 2)",30.44695639339005
"(11, 1)",34.899471832061366
"(11, 2)",29.44421775681827
"(12, 1)",30.18542525917733
"(12, 2)",31.86964060767235
"(13, 1)",22.051320138229684
"(13, 2)",38.37670289301914
"(14, 1)",24.346855281748024
"(14, 2)",43.33283786015798
"(15, 1)",27.120347472017784
"(15, 2)",34.629996952498985
"(16, 1)",23.036979269090065
"(16, 2)",35.70786904475834
"(17, 1)",26.99032272692036
"(17, 2)",33.87666795581206
"(18, 1)",30.94629930359893
"(18, 2)",32.61465834570635
"(19, 1)",32.45977600929555
"(19, 2)",33.39756788830187
"(20, 1)",29.744373599917676
"(20, 2)",38.01060831759107
"(21, 1)",27.581773502685746
"(21, 2)",33.37000835917898
"(22, 1)",28.959996148889406
"(22, 2)",34.384891122384126
"(23, 1)",31.26899183475051
"(23, 2)",31.436444261214746
"(24, 1)",28.615635219994633
"(24, 2)",40.08001061927223
"(25, 1)",22.376484793293706
"(25, 2)",39.66265475598245
"(26, 1)",24.316830055112725
"(26, 2)",42.54323898168997
"(27, 1)",27.96471538037786
"(27, 2)",41.55952374987977
"(28, 1)",30.11121273902495
"(28, 2)",44.12455681556789
"(29, 1)",22.349901040982182
"(29, 2)",41.44853952923657
"(30, 1)",25.574548362319216
"(30, 2)",44.19934760973785
"(31, 1)",21.35395545389404
"(31, 2)",35.62929372227163
"(32, 1)",22.59338308628877
"(32, 2)",39.13607201116755
"(33, 1)",21.1026846660624
"(34, 1)",23.89241541931172
0,44.95730443051813
1,41.588665471904456
2,41.623088841083
3,37.131793726488816
4,35.4733408904394
5,35.88017987940987
6,34.44808454788978
7,27.40979144332544
8,37.504443860760084
9,36.60279308232558
10,31.979376587036548
11,32.14451320341045
12,28.210215181840397
13,31.22567157735965
14,30.16715989280419
15,27.979065355405574
16,35.56056795653523
17,32.964970794073416
18,34.535677576894244
19,33.160648579158234
20,33.75402630390334
21,35.11107568459083
22,32.28187002433914
23,33.68508112147859
24,32.364376851667195
25,31.275826265753253
26,27.255880151377497
27,34.34112387542445
28,28.452731798835323
29,34.3221442463724
30,22.94899274524212
31,21.337767824852623
32,28.516503435117222
33,33.533067120540316
"(1, 1)",42.61711366200546
"(1, 2)",42.30456114698428
"(2, 1)",39.97456589489508
"(2, 2)",35.27761941112518
"(3, 1)",39.12918140863303
"(3, 2)",36.413082431774356
"(4, 1)",41.92793247851026
"(4, 2)",37.56916901759073
"(5, 1)",38.295676691780045
"(5, 2)",38.97422702427254
"(6, 1)",41.95227526772691
"(6, 2)",35.002126067810586
"(7, 1)",38.17394593610874
"(7, 2)",33.83803742765623
"(8, 1)",45.42946722398214
"(8, 2)",31.705750568584854
"(9, 1)",43.74949570018179
"(9, 2)",48.22780388173729
"(10, 1)",30.57502587143859
"(10, 2)",33.473235706976176
"(11, 1)",32.67605628270916
"(11, 2)",34.76372789728936
"(12, 1)",32.76863294212071
"(12, 2)",29.59517629805028
"(13, 1)",33.57141057927731
"(13, 2)",36.314497607296786
"(14, 1)",36.210154343838774
"(14, 2)",30.67544723175413
"(15, 1)",29.682739783744765
"(15, 2)",29.493074287129605
"(16, 1)",32.487869934075576
"(16, 2)",30.893863525589868
"(17, 1)",27.427174250392643
"(17, 2)",25.61344424452145
"(18, 1)",29.66509539986166
"(18, 2)",25.581245569031758
"(19, 1)",28.371541179817903
"(19, 2)",27.899444872556494
"(20, 1)",28.614924086760947
"(20, 2)",29.24003524550743
"(21, 1)",30.34137623294678
"(21, 2)",26.34466999671777
"(22, 1)",27.169383821492424
"(22, 2)",29.929343140701842
"(23, 1)",24.17215429493289
"(23, 2)",32.380558965340036
"(24, 1)",25.884602634767205
"(24, 2)",32.33420433970475
"(25, 1)",27.91220701277874
"(25, 2)",34.57528116882174
"(26, 1)",32.74491025898739
"(26, 2)",40.73980571358311
"(27, 1)",35.070601792399614
"(27, 2)",38.517932652122575
"(28, 1)",36.66781882685862
"(28, 2)",38.09777310678283
"(29, 1)",40.1577068792904
"(29, 2)",40.65892539801897
"(30, 1)",30.318851298938558
"(30, 2)",25.320848426881547
"(31, 1)",32.82023882720484
"(31, 2)",33.39716445972278
"(32, 1)",38.372249511253244
"(32, 2)",29.96008299201273
"(33, 1)",37.23006669044732
"(34, 1)",36.609585830791794
0,46.97147300904874
1,39.79693511905065
2,35.62972792822831
3,34.113128075411645
4,36.93767613910428
5,33.91778382206045
6,34.35847131928115
7,33.593497723307706
8,47.356922243763464
9,30.913823053712957
10,31.779170290272216
11,23.01909521138281
12,21.30561113970305
13,22.7108544734706
14,28.51974326704794
15,25.475318858366858
16,25.200972876242318
17,24.448739724024776
18,24.878901995896992
19,24.181314797710392
20,23.942775692254692
21,25.85132598718073
22,34.80747751269178
23,24.208813808993316
24,20.850237353576826
25,20.410761834010415
26,18.98411133239258
27,24.92709651450967
28,25.713393293318305
29,19.825507254548757
30,26.91351669976213
31,24.19675918788211
32,19.761844854388702
33,18.602746520569077
"(1, 1)",40.25877522064068
"(1, 2)",36.8791077053461
"(2, 1)",34.60134159129278
"(2, 2)",31.029872025307718
"(3, 1)",32.838474704966096
"(3, 2)",28.19508518287567
"(4, 1)",33.01437565257681
"(4, 2)",29.34366758862989
"(5, 1)",34.501657042788715
"(5, 2)",30.292017274095922
"(6, 1)",36.19528294481842
"(6, 2)",29.147227093293502
"(7, 1)",31.400639695481644
"(7, 2)",25.347125843830188
"(8, 1)",37.26531746954889
"(8, 2)",25.946234695974464
"(9, 1)",28.790263926706334
"(9, 2)",22.921396979742013
"(10, 1)",34.00590792517222
"(10, 2)",29.00106949308073
"(11, 1)",32.903620521506404
"(11, 2)",27.41481888663711
"(12, 1)",28.79245742070145
"(12, 2)",29.806768738518045
"(13, 1)",31.508790419292612
"(13, 2)",39.30637697550859
"(14, 1)",33.750449444150156
"(14, 2)",39.71381639481169
"(15, 1)",26.316410296888552
"(15, 2)",25.23197414343298
"(16, 1)",25.65726910660974
"(16, 2)",30.01235188340117
"(17, 1)",26.02567672210159
"(17, 2)",24.46940988922104
"(18, 1)",26.024059537871707
"(18, 2)",20.915755240052324
"(19, 1)",27.81734355002806
"(19, 2)",30.49312781895033
"(20, 1)",25.553155578478307
"(20, 2)",35.041241033696885
"(21, 1)",24.931086660068534
"(21, 2)",29.061176703553922
"(22, 1)",32.97850317968514
"(22, 2)",30.27218256000909
"(23, 1)",34.576912430015774
"(23, 2)",31.519189298290016
"(24, 1)",33.643806418025115
"(24, 2)",35.50046674600397
"(25, 1)",35.5503006207941
"(25, 2)",41.372869163012794
"(26, 1)",35.32026395636345
"(26, 2)",40.721860410302064
"(27, 1)",35.27586568671879
"(27, 2)",38.12319683546684
"(28, 1)",28.71142318077551
"(28, 2)",38.603499741227225
"(29, 1)",22.023230610006028
"(29, 2)",37.36373678901604
"(30, 1)",31.110498739375487
"(30, 2)",40.2320258943906
"(31, 1)",25.55789698798871
"(31, 2)",33.02066520724543
"(32, 1)",27.03250221108872
"(32, 2)",40.01453295454841
"(33, 1)",27.302212104833103
"(34, 1)",28.609768931463012
0,35.61584685372798
1,32.33436032210227
2,34.903748619269244
3,35.99550570738347
4,35.93604992608299
5,33.379777619657794
6,26.46929110369778
7,39.773246655469514
8,31.1701976822466
9,36.02330613725277
10,35.04326116342504
11,30.160537016416832
12,21.976894825334707
13,22.855277080406466
14,23.12229240081503
15,19.08440862924549
16,34.120440609067124
17,25.763388100159922
18,32.33381677840522
19,30.523779854691092
20,30.59370644607558
21,36.354723857594855
22,35.995875482825966
23,28.122051831954423
24,24.294166428907005
25,19.61058596405192
26,16.30483490453498
27,19.65492013962954
28,14.785692322489957
29,20.638771984544142
30,19.544027985011397
31,18.40164850264116
32,17.80780155040435
33,23.69201758069235
"(1, 1)",46.90710068477411
"(1, 2)",56.449653296577175
"(2, 1)",41.84185699303528
"(2, 2)",40.80245363519798
"(3, 1)",36.7461290085625
"(3, 2)",42.310470256481274
"(4, 1)",35.32101306447247
"(4, 2)",33.899089696816084
"(5, 1)",27.480003513883716
"(5, 2)",35.07430074778012
"(6, 1)",31.80032437369778
"(6, 2)",33.277818079274944
"(7, 1)",35.37624374717281
"(7, 2)",60.78016179124832
"(8, 1)",36.39476568998304
"(8, 2)",45.821718203162206
"(9, 1)",32.70269303231412
"(9, 2)",27.21387666612407
"(10, 1)",29.497833724173876
"(10, 2)",30.39111994694392
"(11, 1)",27.617411328954844
"(11, 2)",28.227413453666333
"(12, 1)",36.249967850496795
"(12, 2)",34.217740128809965
"(13, 1)",34.7936299567146
"(13, 2)",28.948321950747594
"(14, 1)",37.29090090709711
"(14, 2)",29.307366141321324
"(15, 1)",30.645319156187334
"(15, 2)",25.455826855758133
"(16, 1)",31.20582456605593
"(16, 2)",25.826734064244157
"(17, 1)",28.368073855250042
"(17, 2)",27.77324145068232
"(18, 1)",28.540167373613667
"(18, 2)",31.64373359695933
"(19, 1)",29.39338043458465
"(19, 2)",31.613874791908394
"(20, 1)",28.360225797258078
"(20, 2)",30.930319332054868
"(21, 1)",28.568442423054414
"(21, 2)",26.527380551592383
"(22, 1)",24.551236409821218
"(22, 2)",38.47093434858944
"(23, 1)",25.618997710814206
"(23, 2)",40.74568757888061
"(24, 1)",30.328563553457773
"(24, 2)",27.46704485917716
"(25, 1)",31.207527746855533
"(25, 2)",27.658782901545813
"(26, 1)",33.37218298270933
"(26, 2)",29.142742242592277
"(27, 1)",35.17518351212321
"(27, 2)",24.852613899451878
"(28, 1)",35.12411803545332
"(28, 2)",24.513878048697354
"(29, 1)",32.814213846650674
"(29, 2)",23.780845569401862
"(30, 1)",34.40195536974706
"(30, 2)",34.65845272898726
"(31, 1)",34.22296332645839
"(31, 2)",29.111572806087395
"(32, 1)",33.598414342358495
"(32, 2)",27.00941987416821
"(33, 1)",38.302860995730754
"(34, 1)",35.369859500743225
0,62.610166781497064
1,52.3578760283221
2,51.92753206951544
3,39.88897406446655
4,43.835664566234776
5,37.781928087621495
6,62.06887706223888
7,57.52895210896098
8,27.508065683051814
9,35.42757371005994
10,38.28824460498785
11,30.279758268189912
12,24.286434867364374
13,22.549153607571174
14,26.15883495346732
15,23.6233009447347
16,29.663089948617603
17,33.7024628680385
18,36.168168443896896
19,28.015344484239915
20,27.127521901206237
21,43.37935117307095
22,47.25618529576938
23,24.602971967386775
24,22.92227684141464
25,21.863167717975863
26,23.05685848819869
27,23.282502189281985
28,18.80748930501041
29,28.63862763847649
30,25.036250262500637
31,24.91878277481954
32,21.34133410340153
33,26.946163451770957
"(1, 1)",56.02323147480085
"(1, 2)",60.9246730673309
"(2, 1)",91.10605916256537
"(2, 2)",64.67915326078969
"(3, 1)",39.1906470477235
"(3, 2)",53.373553110034834
"(4, 1)",32.56156323070231
"(4, 2)",40.98141469931551
"(5, 1)",44.10957173775394
"(5, 2)",46.08586612742483
"(6, 1)",65.26778164871052
"(6, 2)",83.41208987210263
"(7, 1)",28.23242628073584
"(7, 2)",81.11533584234408
"(8, 1)",57.35669070912396
"(8, 2)",33.700463097082746
"(9, 1)",49.352409565052625
"(9, 2)",97.95089416154816
"(10, 1)",61.45575542032733
"(10, 2)",46.2721897457134
"(11, 1)",43.04757004955149
"(11, 2)",84.58306361151706
"(12, 1)",32.51045776056323
"(12, 2)",36.35268047020426
"(13, 1)",46.919642925760286
"(13, 2)",64.92309129202572
"(14, 1)",34.899597519202246
"(14, 2)",33.75912695824462
"(15, 1)",42.13303235769913
"(15, 2)",38.111341092265285
"(16, 1)",43.165945199223195
"(16, 2)",36.72261058641589
"(17, 1)",39.04990785414106
"(17, 2)",23.82637702385858
"(18, 1)",46.044469993885116
"(18, 2)",115.58205090320152
"(19, 1)",39.542404194403986
"(19, 2)",36.94386571080048
"(20, 1)",29.8604089231199
"(20, 2)",30.84541481891451
"(21, 1)",38.93806145144485
"(21, 2)",34.342699736248406
"(22, 1)",28.707442435912775
"(22, 2)",21.02965147719772
"(23, 1)",24.76173091705667
"(23, 2)",22.4302450732398
"(24, 1)",28.170960268882418
"(24, 2)",30.968832464618394
"(25, 1)",25.113460771597804
"(25, 2)",30.204125500414243
"(26, 1)",31.540243882182153
"(26, 2)",34.449129574441415
"(27, 1)",33.125751372143036
"(27, 2)",34.80503644544351
"(28, 1)",45.66388429867531
"(28, 2)",44.24605382786402
"(29, 1)",37.1283203064458
"(29, 2)",32.60464903545781
"(30, 1)",35.481673484834054
"(30, 2)",36.33852027406279
"(31, 1)",33.961654477829434
"(31, 2)",29.71000610951498
"(32, 1)",43.81176255176163
"(32, 2)",43.00918786677481
"(33, 1)",29.27071202339223
"(34, 1)",46.05137930633335
0,60.100798872558606
1,67.45262379610934
2,60.23234199663436
3,39.17168650753696
4,48.38621513618685
5,87.8390428849677
6,99.61975637981979
7,35.30903001171202
8,105.913547087123
9,45.03087230910417
10,90.01678769328979
11,45.831256346471726
12,65.42436055543232
13,36.89061671645888
14,48.975573521477514
15,40.83596240599357
16,32.6826863956294
17,133.86220080543862
18,43.98387507742458
19,42.59109230101748
20,44.95810911816223
21,31.040872639474777
22,46.50584211051142
23,40.68591601127607
24,35.64278232414659
25,32.28388465909596
26,36.45205065840872
27,36.66231079452724
28,22.17988981688926
29,37.14702877184069
30,30.991813892007553
31,39.70813581238187
32,33.47178485138994
33,41.21259477569988
"(1, 1)",62.1704866429206
"(1, 2)",64.71330755074781
"(2, 1)",46.67950816673089
"(2, 2)",51.123487221600094
"(3, 1)",49.48595385708619
"(3, 2)",39.38689680326843
"(4, 1)",46.77243629702711
"(4, 2)",57.549050920511256
"(5, 1)",46.48359091973527
"(5, 2)",27.048045171687576
"(6, 1)",50.65597222270933
"(6, 2)",34.20084877234005
"(7, 1)",62.41649782639224
"(7, 2)",57.3452355627407
"(8, 1)",51.217591604714876
"(8, 2)",30.663212135075277
"(9, 1)",44.60915103063196
"(9, 2)",37.050941025980734
"(10, 1)",59.64616013291904
"(10, 2)",33.67851747205916
"(11, 1)",38.42727618830785
"(11, 2)",57.89562596253549
"(12, 1)",81.44233340567308
"(12, 2)",47.44767800841859
"(13, 1)",38.61668951859461
"(13, 2)",25.635932330282927
"(14, 1)",48.95481154946549
"(14, 2)",30.2323481990855
"(15, 1)",53.88589978416224
"(15, 2)",42.71704489903386
"(16, 1)",43.34417680564678
"(16, 2)",28.353184892703194
"(17, 1)",31.949741092694765
"(17, 2)",25.280851744937923
"(18, 1)",31.91797084245101
"(18, 2)",25.16200829684821
"(19, 1)",28.101328973006897
"(19, 2)",42.49544911744264
"(20, 1)",32.09772915758711
"(20, 2)",51.455208436607606
"(21, 1)",37.01205414507279
"(21, 2)",32.29721605092696
"(22, 1)",43.588993738602476
"(22, 2)",27.971261195948404
"(23, 1)",47.175789243931156
"(23, 2)",53.00668104563353
"(24, 1)",34.66846504551545
"(24, 2)",29.99335118200726
"(25, 1)",40.22788523446341
"(25, 2)",46.93551327803011
"(26, 1)",34.709428177687045
"(26, 2)",40.101626850187856
"(27, 1)",36.84534027317426
"(27, 2)",29.86204461799667
"(28, 1)",29.37867098239062
"(28, 2)",28.51088457396839
"(29, 1)",35.16966669838547
"(29, 2)",38.038838368882
"(30, 1)",53.113039723793385
"(30, 2)",31.16644478159207
"(31, 1)",38.7750027434262
"(31, 2)",38.30026434576506
"(32, 1)",31.235036419434902
"(32, 2)",34.514174419618044
"(33, 1)",35.60741175352086
"(34, 1)",36.22590605479601
0,61.962367672242074
1,54.6903787700004
2,47.15579446737463
3,48.623736458352695
4,39.19980665642398
5,34.90553255013584
6,62.07842761118862
7,33.2616100148404
8,38.885080876578755
9,31.136174597997385
10,40.478280619841755
11,48.75286257236213
12,19.851104610292825
13,23.192875483429347
14,43.830577081359294
15,31.773129218167103
16,23.222468478578968
17,34.44006503389145
18,51.93555022943434
19,35.64001815746045
20,36.47308473508308
21,32.63446431902717
22,37.9219091868033
23,34.9161664944656
24,34.674732776576995
25,26.862792045450107
26,23.87761745759499
27,23.86532991642913
28,30.349538295430495
29,26.392376065771813
30,37.023348942799856
31,19.374873359641736
32,24.11544636701144
33,35.109708019818626
"(1, 1)",68.14538541135906
"(1, 2)",69.55069643516589
"(2, 1)",67.87902579319963
"(2, 2)",69.01403037051409
"(3, 1)",67.55179468026653
"(3, 2)",64.58342775537285
"(4, 1)",64.66321919810095
"(4, 2)",65.0551651410623
"(5, 1)",67.40308895569801
"(5, 2)",64.19948049389092
"(6, 1)",63.13137113347965
"(6, 2)",63.48915115852519
"(7, 1)",65.60708091701659
"(7, 2)",63.5993642831671
"(8, 1)",61.9961163327495
"(8, 2)",68.50850339505202
"(9, 1)",64.16521670627063
"(9, 2)",67.76088638317134
"(10, 1)",62.89454881503678
"(10, 2)",66.86640380857862
"(11, 1)",62.61638186395195
"(11, 2)",68.89596229875681
"(12, 1)",64.6997624265859
"(12, 2)",65.13246638547359
"(13, 1)",62.84050443365627
"(13, 2)",67.41771099037452
"(14, 1)",66.43486372771365
"(14, 2)",75.8277290304481
"(15, 1)",61.463334107758804
"(15, 2)",64.03118629511498
"(16, 1)",66.55878936475568
"(16, 2)",71.30333334806308
"(17, 1)",62.92150319044509
"(17, 2)",63.42664287214288
"(18, 1)",63.47847271516159
"(18, 2)",64.19111103654294
"(19, 1)",71.96506174153248
"(19, 2)",66.22400101746676
"(20, 1)",61.06112111449439
"(20, 2)",64.5124660476592
"(21, 1)",61.30077257412408
"(21, 2)",64.84728111570446
"(22, 1)",62.804822446787355
"(22, 2)",65.89297528403807
"(23, 1)",60.129641359118736
"(23, 2)",65.84992822844828
"(24, 1)",60.75781410588186
"(24, 2)",65.330222619723
"(25, 1)",63.283235670778666
"(25, 2)",71.97513499040186
"(26, 1)",62.70386103606742
"(26, 2)",71.72323032276093
"(27, 1)",66.63505355520016
"(27, 2)",74.43874603455077
"(28, 1)",67.03705523127248
"(28, 2)",74.40671322012635
"(29, 1)",62.45198151627662
"(29, 2)",71.59715239912886
"(30, 1)",64.85754316785385
"(30, 2)",69.70960874947659
"(31, 1)",63.340641537458815
"(31, 2)",70.26870986697199
"(32, 1)",62.88104206025782
"(32, 2)",71.82311076070715
"(33, 1)",64.90296008365928
"(34, 1)",65.78618769032687
0,35.0488253890038
1,33.40783691457682
2,37.72472778066176
3,35.32857239954401
4,41.98903285875196
5,32.63199880649385
6,37.028220414464535
7,35.368893446879625
8,35.50077112560534
9,36.15854377217462
10,33.43619240942637
11,31.58443982927827
12,18.41624664295754
13,29.954935854502963
14,30.580563049479846
15,25.406527905125824
16,31.84611678976092
17,36.48263600046379
18,52.58295975392762
19,23.810281820791797
20,28.995302278098478
21,33.091931860014505
22,37.12288527455304
23,24.318507244064048
24,21.29829140600782
25,23.98265152750298
26,29.78944958867682
27,29.745706456553986
28,22.40655117131933
29,24.52345891393632
30,24.75951163986828
31,22.85648848623058
32,32.08671374347391
33,26.937057734605208
"(1, 1)",40.86906997758115
"(1, 2)",33.14153333166509
"(2, 1)",54.879031243970466
"(2, 2)",45.90154169003378
"(3, 1)",31.158098951671835
